athID	stuNo	stuIDs	nodeID	pantrID
AT1G14570	2	VdnPW1_83908|CLCdnRY9_21097	AT1G14570	CLCdnRY9_21097
AT1G14590	3	CLCdnRY1_33786|CLCdnDe4_42918|CLCdnDe10_3355	AT1G14590	CLCdnRY1_33786
AT1G14590	3	CLCdnRY1_33786|CLCdnDe4_42918|CLCdnDe10_3355	AT1G14590	CLCdnDe4_42918
AT1G14590	3	CLCdnRY1_33786|CLCdnDe4_42918|CLCdnDe10_3355	AT1G14590	CLCdnDe10_3355
AT1G14610	1	CLCdnRY11_11073	AT1G14610	CLCdnRY11_11073
AT1G14620	1	CLCdnPW50_47667	AT1G14620	CLCdnPW50_47667
AT1G14650	1	VdnDe3_50872	AT1G14650	VdnDe3_50872
AT1G14700	2	CLCdnDe12_56099|Sotub06g028520.1.1	AT1G14700	Sotub06g028520
AT1G14700	2	CLCdnDe12_56099|Sotub06g028520.1.1	AT1G14700	CLCdnDe12_56099
AT1G14710	1	PBdnRY1_5320	AT1G14710	PBdnRY1_5320
AT1G14720	1	VdnDe3_24683	AT1G14720	VdnDe3_24683
AT1G14730	2	CLCdnDe14_140074|CLCdnDe13_43839	AT1G14730	CLCdnDe14_140074
AT1G14730	2	CLCdnDe14_140074|CLCdnDe13_43839	AT1G14730	CLCdnDe13_43839
AT1G14740	2	CLCdnPW12_2938|VdnDe2_97356	AT1G14740	VdnDe2_97356
AT1G14740	2	CLCdnPW12_2938|VdnDe2_97356	AT1G14740	CLCdnPW12_2938
AT1G14750	1	Sotub04g007690.1.1	AT1G14750	Sotub04g007690
AT1G14770	2	CLCdnPW2_13793|CLCdnDe6_72957	AT1G14770	CLCdnPW2_13793
AT1G14770	2	CLCdnPW2_13793|CLCdnDe6_72957	AT1G14770	CLCdnDe6_72957
AT1G14780	2	CLCdnDe13_23055|CLCdnDe4_35928	AT1G14780	CLCdnDe4_35928
AT1G14780	2	CLCdnDe13_23055|CLCdnDe4_35928	AT1G14780	CLCdnDe13_23055
AT1G14790	1	CLCdnDe4_487	AT1G14790	CLCdnDe4_487
AT1G14810	1	CLCdnRY5_8407	AT1G14810	CLCdnRY5_8407
AT1G14820	2	CLCdnDe10_5857|Sotub01g005210.1.1	AT1G14820	Sotub01g005210
AT1G14820	2	CLCdnDe10_5857|Sotub01g005210.1.1	AT1G14820	CLCdnDe10_5857
AT1G14830	1	Sotub01g005110.1.1	AT1G14830	Sotub01g005110
AT1G14850	1	CLCdnDe14_39067	AT1G14850	CLCdnDe14_39067
AT1G14870	3	CLCdnPW3_6509|CLCdnDe12_33494|CLCdnDe10_125536	AT1G14870	CLCdnPW3_6509
AT1G14870	3	CLCdnPW3_6509|CLCdnDe12_33494|CLCdnDe10_125536	AT1G14870	CLCdnDe12_33494
AT1G14870	3	CLCdnPW3_6509|CLCdnDe12_33494|CLCdnDe10_125536	AT1G14870	CLCdnDe10_125536
AT1G14900	2	TDe_comp102514_c0_seq4|VdnPW1_145933	AT1G14900	VdnPW1_145933
AT1G14900	2	TDe_comp102514_c0_seq4|VdnPW1_145933	AT1G14900	TDe_comp102514_c0_seq4
AT1G14920	1	CLCdnDe6_5627	AT1G14920	CLCdnDe6_5627
AT1G14980	1	VdnPW3_88462	AT1G14980	VdnPW3_88462
AT1G14990	1	TDe_comp102330_c0_seq1	AT1G14990	TDe_comp102330_c0_seq1
AT1G15000	2	VdnPW2_22570|TDe_comp111570_c0_seq1	AT1G15000	VdnPW2_22570
AT1G15000	2	VdnPW2_22570|TDe_comp111570_c0_seq1	AT1G15000	TDe_comp111570_c0_seq1
AT1G15020	2	CLCdnRY9_1907|Sotub04g006090.1.1	AT1G15020	Sotub04g006090
AT1G15020	2	CLCdnRY9_1907|Sotub04g006090.1.1	AT1G15020	CLCdnRY9_1907
AT1G15030	1	CLCdnDe8_472	AT1G15030	CLCdnDe8_472
AT1G15060	2	CLCdnDe13_17967|PGSC0003DMP400046667	AT1G15060	PGSC0003DMC400046667
AT1G15060	2	CLCdnDe13_17967|PGSC0003DMP400046667	AT1G15060	CLCdnDe13_17967
AT1G15080	1	CLCdnDe7_12587	AT1G15080	CLCdnDe7_12587
AT1G15100	2	CLCdnDe5_59805|SdnRY1_39971	AT1G15100	SdnRY1_39971
AT1G15100	2	CLCdnDe5_59805|SdnRY1_39971	AT1G15100	CLCdnDe5_59805
AT1G15110	2	CLCdnDe12_39369|CLCdnDe7_82604	AT1G15110	CLCdnDe7_82604
AT1G15110	2	CLCdnDe12_39369|CLCdnDe7_82604	AT1G15110	CLCdnDe12_39369
AT1G15120	2	Sotub09g022240.1.1|CLCdnPW49_21855	AT1G15120	Sotub09g022240
AT1G15120	2	Sotub09g022240.1.1|CLCdnPW49_21855	AT1G15120	CLCdnPW49_21855
AT1G15125	1	CLCdnDe11_9190	AT1G15125	CLCdnDe11_9190
AT1G15130	2	Sotub04g006150.1.1|CLCdnRY4_20067	AT1G15130	Sotub04g006150
AT1G15130	2	Sotub04g006150.1.1|CLCdnRY4_20067	AT1G15130	CLCdnRY4_20067
AT1G15140	1	CLCdnPW38_3391	AT1G15140	CLCdnPW38_3391
AT1G15200	1	Sotub01g041600.1.1	AT1G15200	Sotub01g041600
AT1G15215	1	CLCdnRY7_23112	AT1G15215	CLCdnRY7_23112
AT1G15220	1	CLCdnDe1_23149	AT1G15220	CLCdnDe1_23149
AT1G15230	1	CLCdnPW38_57314	AT1G15230	CLCdnPW38_57314
AT1G15240	2	VdnDe3_136233|PBdnRY1_14421	AT1G15240	VdnDe3_136233
AT1G15240	2	VdnDe3_136233|PBdnRY1_14421	AT1G15240	PBdnRY1_14421
AT1G15260	1	CLCdnDe14_91000	AT1G15260	CLCdnDe14_91000
AT1G15290	1	VdnDe3_14542	AT1G15290	VdnDe3_14542
AT1G15320	1	Sotub03g030220.1.1	AT1G15320	Sotub03g030220
AT1G15330	2	CLCdnDe11_94824|CLCdnDe11_160778	AT1G15330	CLCdnDe11_94824
AT1G15330	2	CLCdnDe11_94824|CLCdnDe11_160778	AT1G15330	CLCdnDe11_160778
AT1G15340	2	VdnPW3_4089|PBdnRY1_14222	AT1G15340	VdnPW3_4089
AT1G15340	2	VdnPW3_4089|PBdnRY1_14222	AT1G15340	PBdnRY1_14222
AT1G15360	2	CLCdnDe5_44726|CLCdnDe11_105267	AT1G15360	CLCdnDe5_44726
AT1G15360	2	CLCdnDe5_44726|CLCdnDe11_105267	AT1G15360	CLCdnDe11_105267
AT1G15370	2	Sotub06g023620.1.1|Sotub11g012310.1.1	AT1G15370	Sotub11g012310
AT1G15370	2	Sotub06g023620.1.1|Sotub11g012310.1.1	AT1G15370	Sotub06g023620
AT1G15390	1	CLCdnPW20_1222	AT1G15390	CLCdnPW20_1222
AT1G15410	1	CLCdnDe13_17137	AT1G15410	CLCdnDe13_17137
AT1G15420	1	VdnDe3_69949	AT1G15420	VdnDe3_69949
AT1G15440	1	VdnDe2_104492	AT1G15440	VdnDe2_104492
AT1G15460	2	Sotub03g033600.1.1|Sotub08g016010.1.1	AT1G15460	Sotub08g016010
AT1G15460	2	Sotub03g033600.1.1|Sotub08g016010.1.1	AT1G15460	Sotub03g033600
AT1G15490	1	CLCdnPW13_26171	AT1G15490	CLCdnPW13_26171
AT1G15510	1	CLCdnDe10_28119	AT1G15510	CLCdnDe10_28119
AT1G15520	2	Sotub09g028040.1.1|VdnDe3_16598	AT1G15520	VdnDe3_16598
AT1G15520	2	Sotub09g028040.1.1|VdnDe3_16598	AT1G15520	Sotub09g028040
AT1G15530	1	Sotub03g025860.1.1	AT1G15530	Sotub03g025860
AT1G15550	2	CLCdnDe4_114101|CLCdnDe10_48227	AT1G15550	CLCdnDe4_114101
AT1G15550	2	CLCdnDe4_114101|CLCdnDe10_48227	AT1G15550	CLCdnDe10_48227
AT1G15660	1	CLCdnPW49_16520	AT1G15660	CLCdnPW49_16520
AT1G15670	1	Sotub06g023260.1.1	AT1G15670	Sotub06g023260
AT1G15680	1	VdnDe1_181878	AT1G15680	VdnDe1_181878
AT1G15690	2	CLCdnDe10_5464|Sotub12g008030.1.1	AT1G15690	Sotub12g008030
AT1G15690	2	CLCdnDe10_5464|Sotub12g008030.1.1	AT1G15690	CLCdnDe10_5464
AT1G15710	2	CLCdnDe6_25108|Sotub09g012050.1.1	AT1G15710	Sotub09g012050
AT1G15710	2	CLCdnDe6_25108|Sotub09g012050.1.1	AT1G15710	CLCdnDe6_25108
AT1G15720	1	CLCdnDe12_20277	AT1G15720	CLCdnDe12_20277
AT1G15740	2	VdnDe5_32233|PGSC0003DMP400053444	AT1G15740	VdnDe5_32233
AT1G15740	2	VdnDe5_32233|PGSC0003DMP400053444	AT1G15740	PGSC0003DMC400053444
AT1G15750	1	VdnPW5_16742	AT1G15750	VdnPW5_16742
AT1G15760	1	CLCdnPW30_56669	AT1G15760	CLCdnPW30_56669
AT1G15780	2	VdnDe4_2583|CLCdnDe12_142854	AT1G15780	VdnDe4_2583
AT1G15780	2	VdnDe4_2583|CLCdnDe12_142854	AT1G15780	CLCdnDe12_142854
AT1G15820	2	CLCdnDe13_172607|PBdnRY1_1041	AT1G15820	PBdnRY1_1041
AT1G15820	2	CLCdnDe13_172607|PBdnRY1_1041	AT1G15820	CLCdnDe13_172607
AT1G15860	2	CLCdnDe10_6135|CLCdnDe6_83548	AT1G15860	CLCdnDe6_83548
AT1G15860	2	CLCdnDe10_6135|CLCdnDe6_83548	AT1G15860	CLCdnDe10_6135
AT1G15870	1	CLCdnDe12_63072	AT1G15870	CLCdnDe12_63072
AT1G15880	1	CLCdnRY2_18676	AT1G15880	CLCdnRY2_18676
AT1G15900	2	CLCdnDe7_72871|VdnRY2_29530	AT1G15900	VdnRY2_29530
AT1G15900	2	CLCdnDe7_72871|VdnRY2_29530	AT1G15900	CLCdnDe7_72871
AT1G15910	1	CLCdnDe3_17761	AT1G15910	CLCdnDe3_17761
AT1G15940	2	Sotub03g030460.1.1|VdnDe6_65794	AT1G15940	VdnDe6_65794
AT1G15940	2	Sotub03g030460.1.1|VdnDe6_65794	AT1G15940	Sotub03g030460
AT1G15950	2	CLCdnDe11_31716|CLCdnPW2_11342	AT1G15950	CLCdnPW2_11342
AT1G15950	2	CLCdnDe11_31716|CLCdnPW2_11342	AT1G15950	CLCdnDe11_31716
AT1G15980	1	VdnDe2_61703	AT1G15980	VdnDe2_61703
AT1G16000	1	CLCdnPW50_48246	AT1G16000	CLCdnPW50_48246
AT1G16010	1	Sotub06g024090.1.1	AT1G16010	Sotub06g024090
AT1G16030	2	CLCdnDe6_57820|SdnPW1_5683	AT1G16030	SdnPW1_5683
AT1G16030	2	CLCdnDe6_57820|SdnPW1_5683	AT1G16030	CLCdnDe6_57820
AT1G16040	2	CLCdnPW36_24052|CLCdnDe4_31262	AT1G16040	CLCdnPW36_24052
AT1G16040	2	CLCdnPW36_24052|CLCdnDe4_31262	AT1G16040	CLCdnDe4_31262
AT1G16060	2	CLCdnDe2_52662|CLCdnDe12_67517	AT1G16060	CLCdnDe2_52662
AT1G16060	2	CLCdnDe2_52662|CLCdnDe12_67517	AT1G16060	CLCdnDe12_67517
AT1G16070	1	CLCdnRY2_33145	AT1G16070	CLCdnRY2_33145
AT1G16080	1	VdnDe3_3431	AT1G16080	VdnDe3_3431
AT1G16120	1	CLCdnDe4_59742	AT1G16120	CLCdnDe4_59742
AT1G16180	2	VdnDe1_155252|CLCdnDe7_162506	AT1G16180	VdnDe1_155252
AT1G16180	2	VdnDe1_155252|CLCdnDe7_162506	AT1G16180	CLCdnDe7_162506
AT1G16190	1	Sotub03g031240.1.1	AT1G16190	Sotub03g031240
AT1G16210	1	TDe_comp104263_c0_seq1	AT1G16210	TDe_comp104263_c0_seq1
AT1G16220	2	CLCdnPW49_10435|CLCdnDe5_3594	AT1G16220	CLCdnPW49_10435
AT1G16220	2	CLCdnPW49_10435|CLCdnDe5_3594	AT1G16220	CLCdnDe5_3594
AT1G16240	1	CLCdnDe12_1495	AT1G16240	CLCdnDe12_1495
AT1G16250	1	CLCdnPW26_37457	AT1G16250	CLCdnPW26_37457
AT1G16280	1	VdnPW1_40632	AT1G16280	VdnPW1_40632
AT1G16290	1	Sotub07g027050.1.1	AT1G16290	Sotub07g027050
AT1G16300	1	SdnRY1_15406	AT1G16300	SdnRY1_15406
AT1G16310	2	Sotub10g006140.1.1|CLCdnDe2_72553	AT1G16310	Sotub10g006140
AT1G16310	2	Sotub10g006140.1.1|CLCdnDe2_72553	AT1G16310	CLCdnDe2_72553
AT1G16330	1	Sotub07g027030.1.1	AT1G16330	Sotub07g027030
AT1G16340	1	CLCdnDe11_48536	AT1G16340	CLCdnDe11_48536
AT1G16350	1	CLCdnDe1_3437	AT1G16350	CLCdnDe1_3437
AT1G16390	2	CLCdnDe7_4786|Sotub10g018300.1.1	AT1G16390	Sotub10g018300
AT1G16390	2	CLCdnDe7_4786|Sotub10g018300.1.1	AT1G16390	CLCdnDe7_4786
AT1G16430	1	CLCdnDe13_28905	AT1G16430	CLCdnDe13_28905
AT1G16445	1	CLCdnDe10_51766	AT1G16445	CLCdnDe10_51766
AT1G16470	2	CLCdnDe12_23321|CLCdnDe10_3412	AT1G16470	CLCdnDe12_23321
AT1G16470	2	CLCdnDe12_23321|CLCdnDe10_3412	AT1G16470	CLCdnDe10_3412
AT1G16480	2	Sotub01g027550.1.1|CLCdnDe10_35090	AT1G16480	Sotub01g027550
AT1G16480	2	Sotub01g027550.1.1|CLCdnDe10_35090	AT1G16480	CLCdnDe10_35090
AT1G16490	1	Sotub10g006090.1.1	AT1G16490	Sotub10g006090
AT1G16520	2	CLCdnDe11_12468|CLCdnPW10_27626	AT1G16520	CLCdnPW10_27626
AT1G16520	2	CLCdnDe11_12468|CLCdnPW10_27626	AT1G16520	CLCdnDe11_12468
AT1G16540	1	CLCdnRY10_27036	AT1G16540	CLCdnRY10_27036
AT1G16560	2	CLCdnDe13_30258|CLCdnDe12_28783	AT1G16560	CLCdnDe13_30258
AT1G16560	2	CLCdnDe13_30258|CLCdnDe12_28783	AT1G16560	CLCdnDe12_28783
AT1G16570	1	CLCdnDe7_1755	AT1G16570	CLCdnDe7_1755
AT1G16590	1	VdnDe4_133541	AT1G16590	VdnDe4_133541
AT1G16610	2	VdnDe2_180159|CLCdnPW10_88521	AT1G16610	VdnDe2_180159
AT1G16610	2	VdnDe2_180159|CLCdnPW10_88521	AT1G16610	CLCdnPW10_88521
AT1G16650	1	CLCdnDe12_25289	AT1G16650	CLCdnDe12_25289
AT1G16670	2	CLCdnDe11_3857|CLCdnRY10_19438	AT1G16670	CLCdnRY10_19438
AT1G16670	2	CLCdnDe11_3857|CLCdnRY10_19438	AT1G16670	CLCdnDe11_3857
AT1G16720	1	CLCdnDe11_3162	AT1G16720	CLCdnDe11_3162
AT1G16740	2	CLCdnDe14_4567|TPW_comp436990_c0_seq1	AT1G16740	TPW_comp436990_c0_seq1
AT1G16740	2	CLCdnDe14_4567|TPW_comp436990_c0_seq1	AT1G16740	CLCdnDe14_4567
AT1G16770	2	CLCdnPW47_44623|VdnDe1_251446	AT1G16770	VdnDe1_251446
AT1G16770	2	CLCdnPW47_44623|VdnDe1_251446	AT1G16770	CLCdnPW47_44623
AT1G16780	1	CLCdnDe10_16178	AT1G16780	CLCdnDe10_16178
AT1G16790	1	CLCdnPW35_18692	AT1G16790	CLCdnPW35_18692
AT1G16800	1	CLCdnPW45_14397	AT1G16800	CLCdnPW45_14397
AT1G16810	2	Sotub12g031440.1.1|VdnDe5_111032	AT1G16810	VdnDe5_111032
AT1G16810	2	Sotub12g031440.1.1|VdnDe5_111032	AT1G16810	Sotub12g031440
AT1G16830	1	CLCdnDe1_25537	AT1G16830	CLCdnDe1_25537
AT1G16840	2	CLCdnDe14_9389|VdnPW3_9592	AT1G16840	VdnPW3_9592
AT1G16840	2	CLCdnDe14_9389|VdnPW3_9592	AT1G16840	CLCdnDe14_9389
AT1G16860	2	CLCdnDe11_10367|CLCdnDe5_7861	AT1G16860	CLCdnDe5_7861
AT1G16860	2	CLCdnDe11_10367|CLCdnDe5_7861	AT1G16860	CLCdnDe11_10367
AT1G16870	1	CLCdnPW15_22457	AT1G16870	CLCdnPW15_22457
AT1G16880	2	VdnDe5_38032|CLCdnPW50_5132	AT1G16880	VdnDe5_38032
AT1G16880	2	VdnDe5_38032|CLCdnPW50_5132	AT1G16880	CLCdnPW50_5132
AT1G16900	2	CLCdnPW47_11380|CLCdnPW45_88133	AT1G16900	CLCdnPW47_11380
AT1G16900	2	CLCdnPW47_11380|CLCdnPW45_88133	AT1G16900	CLCdnPW45_88133
AT1G16950	1	CLCdnDe11_152767	AT1G16950	CLCdnDe11_152767
AT1G16970	1	CLCdnPW49_42908	AT1G16970	CLCdnPW49_42908
AT1G17020	2	CLCdnRY11_22627|CLCdnRY3_32698	AT1G17020	CLCdnRY3_32698
AT1G17020	2	CLCdnRY11_22627|CLCdnRY3_32698	AT1G17020	CLCdnRY11_22627
AT1G17030	1	TDe_comp105654_c0_seq2	AT1G17030	TDe_comp105654_c0_seq2
AT1G17040	1	CLCdnPW47_19246	AT1G17040	CLCdnPW47_19246
AT1G17050	1	CLCdnDe11_153393	AT1G17050	CLCdnDe11_153393
AT1G17070	1	CLCdnRY7_10360	AT1G17070	CLCdnRY7_10360
AT1G17080	2	CLCdnRY10_28927|VdnPW2_78122	AT1G17080	VdnPW2_78122
AT1G17080	2	CLCdnRY10_28927|VdnPW2_78122	AT1G17080	CLCdnRY10_28927
AT1G17100	2	VdnDe3_147632|VdnPW1_10959	AT1G17100	VdnPW1_10959
AT1G17100	2	VdnDe3_147632|VdnPW1_10959	AT1G17100	VdnDe3_147632
AT1G17110	1	CLCdnDe2_9570	AT1G17110	CLCdnDe2_9570
AT1G17120	1	CLCdnDe13_10023	AT1G17120	CLCdnDe13_10023
AT1G17130	1	CLCdnPW2_2645	AT1G17130	CLCdnPW2_2645
AT1G17140	1	Sotub12g006320.1.1	AT1G17140	Sotub12g006320
AT1G17150	1	Sotub07g014790.1.1	AT1G17150	Sotub07g014790
AT1G17160	1	CLCdnRY10_31282	AT1G17160	CLCdnRY10_31282
AT1G17180	1	PGSC0003DMP400054155	AT1G17180	PGSC0003DMC400054155
AT1G17200	2	CLCdnDe14_16224|Sotub10g007510.1.1	AT1G17200	Sotub10g007510
AT1G17200	2	CLCdnDe14_16224|Sotub10g007510.1.1	AT1G17200	CLCdnDe14_16224
AT1G17210	1	VdnDe3_18471	AT1G17210	VdnDe3_18471
AT1G17220	3	VdnPW6_2347|CLCdnDe10_102382|CLCdnDe10_133476	AT1G17220	VdnPW6_2347
AT1G17220	3	VdnPW6_2347|CLCdnDe10_102382|CLCdnDe10_133476	AT1G17220	CLCdnDe10_133476
AT1G17220	3	VdnPW6_2347|CLCdnDe10_102382|CLCdnDe10_133476	AT1G17220	CLCdnDe10_102382
AT1G17230	1	Sotub07g023680.1.1	AT1G17230	Sotub07g023680
AT1G17280	2	CLCdnPW10_3405|CLCdnPW50_26717	AT1G17280	CLCdnPW50_26717
AT1G17280	2	CLCdnPW10_3405|CLCdnPW50_26717	AT1G17280	CLCdnPW10_3405
AT1G17330	1	VdnPW2_23126	AT1G17330	VdnPW2_23126
AT1G17350	1	VdnDe1_111052	AT1G17350	VdnDe1_111052
AT1G17370	2	CLCdnDe7_3071|CLCdnDe8_1349	AT1G17370	CLCdnDe8_1349
AT1G17370	2	CLCdnDe7_3071|CLCdnDe8_1349	AT1G17370	CLCdnDe7_3071
AT1G17400	1	SdnPW1_25029	AT1G17400	SdnPW1_25029
AT1G17410	1	SdnPW1_29489	AT1G17410	SdnPW1_29489
AT1G17420	1	CLCdnPW45_15597	AT1G17420	CLCdnPW45_15597
AT1G17430	1	CLCdnDe4_40343	AT1G17430	CLCdnDe4_40343
AT1G17440	2	VdnDe2_5487|VdnDe2_187766	AT1G17440	VdnDe2_5487
AT1G17440	2	VdnDe2_5487|VdnDe2_187766	AT1G17440	VdnDe2_187766
AT1G17450	2	VdnDe1_71338|Sotub12g016140.1.1	AT1G17450	VdnDe1_71338
AT1G17450	2	VdnDe1_71338|Sotub12g016140.1.1	AT1G17450	Sotub12g016140
AT1G17470	1	CLCdnDe10_2990	AT1G17470	CLCdnDe10_2990
AT1G17500	2	Sotub12g022780.1.1|Sotub03g035130.1.1	AT1G17500	Sotub12g022780
AT1G17500	2	Sotub12g022780.1.1|Sotub03g035130.1.1	AT1G17500	Sotub03g035130
AT1G17520	2	CLCdnDe14_14830|CLCdnRY10_21192	AT1G17520	CLCdnRY10_21192
AT1G17520	2	CLCdnDe14_14830|CLCdnRY10_21192	AT1G17520	CLCdnDe14_14830
AT1G17530	1	VdnDe3_23373	AT1G17530	VdnDe3_23373
AT1G17590	1	CLCdnPW50_53087	AT1G17590	CLCdnPW50_53087
AT1G17620	1	CLCdnPW5_32845	AT1G17620	CLCdnPW5_32845
AT1G17630	2	CLCdnDe9_69883|Sotub06g021690.1.1	AT1G17630	Sotub06g021690
AT1G17630	2	CLCdnDe9_69883|Sotub06g021690.1.1	AT1G17630	CLCdnDe9_69883
AT1G17640	2	CLCdnDe14_64670|Sotub03g035220.1.1	AT1G17640	Sotub03g035220
AT1G17640	2	CLCdnDe14_64670|Sotub03g035220.1.1	AT1G17640	CLCdnDe14_64670
AT1G17650	2	Sotub03g035210.1.1|Sotub05g017550.1.1	AT1G17650	Sotub05g017550
AT1G17650	2	Sotub03g035210.1.1|Sotub05g017550.1.1	AT1G17650	Sotub03g035210
AT1G17665	1	VdnDe2_165994	AT1G17665	VdnDe2_165994
AT1G17680	1	CLCdnPW49_5675	AT1G17680	CLCdnPW49_5675
AT1G17690	2	CLCdnPW35_9949|Sotub12g026790.1.1	AT1G17690	Sotub12g026790
AT1G17690	2	CLCdnPW35_9949|Sotub12g026790.1.1	AT1G17690	CLCdnPW35_9949
AT1G17710	1	VdnDe4_78984	AT1G17710	VdnDe4_78984
AT1G17720	2	VdnDe3_41034|VdnDe3_138920	AT1G17720	VdnDe3_41034
AT1G17720	2	VdnDe3_41034|VdnDe3_138920	AT1G17720	VdnDe3_138920
AT1G17730	2	CLCdnRY6_5225|VdnPW1_17988	AT1G17730	VdnPW1_17988
AT1G17730	2	CLCdnRY6_5225|VdnPW1_17988	AT1G17730	CLCdnRY6_5225
AT1G17745	1	VdnPW1_96241	AT1G17745	VdnPW1_96241
AT1G17760	1	PBdnRY1_12495	AT1G17760	PBdnRY1_12495
AT1G17810	2	Sotub03g024480.1.1|Sotub06g028930.1.1	AT1G17810	Sotub06g028930
AT1G17810	2	Sotub03g024480.1.1|Sotub06g028930.1.1	AT1G17810	Sotub03g024480
AT1G17820	2	VdnDe3_15731|CLCdnDe3_32644	AT1G17820	VdnDe3_15731
AT1G17820	2	VdnDe3_15731|CLCdnDe3_32644	AT1G17820	CLCdnDe3_32644
AT1G17840	2	CLCdnPW11_3506|Sotub06g028960.1.1	AT1G17840	Sotub06g028960
AT1G17840	2	CLCdnPW11_3506|Sotub06g028960.1.1	AT1G17840	CLCdnPW11_3506
AT1G17850	2	CLCdnDe14_6753|PGSC0003DMP400024532	AT1G17850	PGSC0003DMC400024532
AT1G17850	2	CLCdnDe14_6753|PGSC0003DMP400024532	AT1G17850	CLCdnDe14_6753
AT1G17860	2	CLCdnRY12_51110|VdnPW1_115535	AT1G17860	VdnPW1_115535
AT1G17860	2	CLCdnRY12_51110|VdnPW1_115535	AT1G17860	CLCdnRY12_51110
AT1G17870	1	CLCdnDe7_2168	AT1G17870	CLCdnDe7_2168
AT1G17890	1	CLCdnDe13_24933	AT1G17890	CLCdnDe13_24933
AT1G17950	2	CLCdnDe4_144594|Sotub04g024670.1.1	AT1G17950	Sotub04g024670
AT1G17950	2	CLCdnDe4_144594|Sotub04g024670.1.1	AT1G17950	CLCdnDe4_144594
AT1G17970	1	CLCdnDe4_146302	AT1G17970	CLCdnDe4_146302
AT1G17980	1	VdnDe1_34049	AT1G17980	VdnDe1_34049
AT1G18010	1	CLCdnRY12_211	AT1G18010	CLCdnRY12_211
AT1G18030	1	Sotub03g032400.1.1	AT1G18030	Sotub03g032400
AT1G18040	1	Sotub08g029140.1.1	AT1G18040	Sotub08g029140
AT1G18060	1	PBdnRY1_7772	AT1G18060	PBdnRY1_7772
AT1G18070	2	SdnRY1_8110|Sotub03g032480.1.1	AT1G18070	Sotub03g032480
AT1G18070	2	SdnRY1_8110|Sotub03g032480.1.1	AT1G18070	SdnRY1_8110
AT1G18080	1	CLCdnPW2_2082	AT1G18080	CLCdnPW2_2082
AT1G18090	2	Sotub03g032540.1.1|CLCdnRY10_63479	AT1G18090	Sotub03g032540
AT1G18090	2	Sotub03g032540.1.1|CLCdnRY10_63479	AT1G18090	CLCdnRY10_63479
AT1G18100	1	Sotub03g032570.1.1	AT1G18100	Sotub03g032570
AT1G18140	1	Sotub03g032590.1.1	AT1G18140	Sotub03g032590
AT1G18170	1	VdnPW2_23827	AT1G18170	VdnPW2_23827
AT1G18180	1	CLCdnRY11_12575	AT1G18180	CLCdnRY11_12575
AT1G18190	1	CLCdnPW10_6664	AT1G18190	CLCdnPW10_6664
AT1G18210	2	SdnPW1_12051|VdnDe2_223176	AT1G18210	VdnDe2_223176
AT1G18210	2	SdnPW1_12051|VdnDe2_223176	AT1G18210	SdnPW1_12051
AT1G18260	1	CLCdnDe13_3291	AT1G18260	CLCdnDe13_3291
AT1G18265	1	CLCdnDe9_41978	AT1G18265	CLCdnDe9_41978
AT1G18270	2	VdnDe1_51537|Sotub03g032140.1.1	AT1G18270	VdnDe1_51537
AT1G18270	2	VdnDe1_51537|Sotub03g032140.1.1	AT1G18270	Sotub03g032140
AT1G18280	1	PGSC0003DMP400010019	AT1G18280	PGSC0003DMC400010019
AT1G18335	1	CLCdnRY1_5884	AT1G18335	CLCdnRY1_5884
AT1G18340	1	PBdnRY1_8397	AT1G18340	PBdnRY1_8397
AT1G18370	1	CLCdnDe14_80006	AT1G18370	CLCdnDe14_80006
AT1G18390	2	VdnDe4_29826|CLCdnPW39_24028	AT1G18390	VdnDe4_29826
AT1G18390	2	VdnDe4_29826|CLCdnPW39_24028	AT1G18390	CLCdnPW39_24028
AT1G18400	1	CLCdnRY10_53794	AT1G18400	CLCdnRY10_53794
AT1G18440	1	CLCdnPW31_7664	AT1G18440	CLCdnPW31_7664
AT1G18450	1	CLCdnDe4_21483	AT1G18450	CLCdnDe4_21483
AT1G18480	1	CLCdnDe12_17031	AT1G18480	CLCdnDe12_17031
AT1G18485	2	SdnPW1_2601|CLCdnDe11_62895	AT1G18485	SdnPW1_2601
AT1G18485	2	SdnPW1_2601|CLCdnDe11_62895	AT1G18485	CLCdnDe11_62895
AT1G18490	1	CLCdnPW16_38482	AT1G18490	CLCdnPW16_38482
AT1G18550	1	Sotub03g027820.1.1	AT1G18550	Sotub03g027820
AT1G18560	2	PBdnRY1_5155|CLCdnPW42_59241	AT1G18560	PBdnRY1_5155
AT1G18560	2	PBdnRY1_5155|CLCdnPW42_59241	AT1G18560	CLCdnPW42_59241
AT1G18580	1	CLCdnDe12_5628	AT1G18580	CLCdnDe12_5628
AT1G18590	2	Sotub01g030830.1.1|SdnRY1_21633	AT1G18590	Sotub01g030830
AT1G18590	2	Sotub01g030830.1.1|SdnRY1_21633	AT1G18590	SdnRY1_21633
AT1G18600	2	VdnDe5_16084|Sotub12g017360.1.1	AT1G18600	VdnDe5_16084
AT1G18600	2	VdnDe5_16084|Sotub12g017360.1.1	AT1G18600	Sotub12g017360
AT1G18610	2	CLCdnDe6_2858|CLCdnDe4_139834	AT1G18610	CLCdnDe6_2858
AT1G18610	2	CLCdnDe6_2858|CLCdnDe4_139834	AT1G18610	CLCdnDe4_139834
