ITAG.PGSC.ID	clade	geneID
Sotub09g026030	ERF14,95,96	CLCdnDe3_133591
Sotub03g005740	ERF14,95,96	Sotub03g005740
Sotub09g019360	ERF14,95,96	Sotub09g019360
Sotub03g005730	ERF14,95,96	CLCdnDe11_149988
PGSC0003DMC400046392	ERF14,95,96	PGSC0003DMC400046392
Sotub05g024660	ERF5,6	CLCdnDe7_12139
Sotub08g023780	ERF5,6	VdnDe3_97689
PGSC0003DMC400019030	ERF5,6	CLCdnDe6_81830
Sotub04g011610	ERF5,6	VdnDe3_183936
Sotub05g024670	ERF5,6	CLCdnDe13_27769
Sotub05g023530	ERF5,6	CLCdnDe10_70177
Sotub02g020190	ERF5,6	Sotub02g020190
PGSC0003DMC400019035	ERF5,6	TDe_comp111735_c0_seq1
Sotub09g026020	ERF5,6	VdnDe2_155278
Sotub02g020180	ERF5,6	VdnRY6_19148
Sotub08g023750	ERF5,6	CLCdnDe13_135091
Sotub08g023760	ERF5,6	CLCdnDe7_150010
Sotub11g007490	ERF5,6	CLCdnDe7_15397
Sotub01g029560	ERF5,6	Sotub01g029560
Sotub01g029520	ERF5,6	Sotub01g029520
Sotub03g030820	ERF5,6	CLCdnPW46_44642
Sotub03g005750	ERF5,6	CLCdnPW46_44642
Sotub01g029490	ERF5,6	Sotub01g029490
Sotub05g023520	ERF5,6	Sotub05g023520
Sotub01g029470	ERF5,6	Sotub01g029470
Sotub05g024650	ERF5,6	Sotub05g024650
PGSC0003DMC400030113	ERF5,6	VdnDe1_132299
Sotub01g029440	ERF5,6	Sotub01g029440
PGSC0003DMC400063967	ERF5,6	PGSC0003DMC400063967
Sotub08g005000	ERF5,6	SdnRY1_36755
Sotub09g019380	ERF5,6	CLCdnDe14_71956
Sotub11g016330	ERF5,6	CLCdnDe14_71956
Sotub01g029570	ERF5,6	Sotub01g029570
Sotub11g005390	ERF5,6	Sotub11g005390
Sotub05g023100	ERF5,6	Sotub05g023100
Sotub09g019370	ERF5,6	CLCdnDe7_119339
Sotub11g007500	ERF5,6	CLCdnPW45_14072
Sotub01g029460	ERF5,6	Sotub01g029460
Sotub11g007510	ERF5,6	CLCdnDe5_92874
Sotub09g026030	ERF5,6	CLCdnDe3_133591
Sotub03g005740	ERF5,6	Sotub03g005740
Sotub09g019360	ERF5,6	Sotub09g019360
Sotub03g005730	ERF5,6	CLCdnDe11_149988
PGSC0003DMC400046392	ERF5,6	PGSC0003DMC400046392
Sotub11g005240	ETR	CLCdnDe5_14888
Sotub05g028140	ETR	CLCdnPW45_56010
Sotub06g017120	ETR	VdnDe7_17487
Sotub12g006350	ETR	CLCdnDe10_9857
Sotub09g026410	ETR	CLCdnDe11_6767
Sotub07g025670	ETR	CLCdnRY10_2535
Sotub09g022980	ETR	VdnDe3_2165
Sotub04g012170	FLS2	Sotub04g011240
Sotub04g012190	FLS2	Sotub04g011240
Sotub04g012070	FLS2	Sotub04g011240
Sotub04g011130	FLS2	Sotub04g011130
PGSC0003DMC400033119	FLS2	PGSC0003DMC400033119
Sotub04g012180	FLS2	PGSC0003DMC400040765
PGSC0003DMC400040765	FLS2	PGSC0003DMC400040765
Sotub07g007970	FLS2	Sotub07g007970
Sotub02g015010	FLS2	VdnDe1_99420
PGSC0003DMC400038069	FLS2	PGSC0003DMC400038069
PGSC0003DMC400036233	FLS2	PBdnRY1_8183
PGSC0003DMC400047977	FLS2	PBdnRY1_8183
PGSC0003DMC400049476	FLS2	CLCdnDe2_75359
Sotub04g011210	FLS2	Sotub04g011250
Sotub03g024640	FLS2	Sotub03g024640
Sotub04g011680	FLS2	Sotub04g011680
PGSC0003DMC400068434	FLS2	Sotub04g011680
Sotub06g032670	FLS2	CLCdnRY9_70890
PGSC0003DMC400018027	FLS2	PGSC0003DMC400018027
PGSC0003DMC400061652	FLS2	PGSC0003DMC400061652
PGSC0003DMC400034724	FLS2	CLCdnDe10_28286
PGSC0003DMC400040291	FLS2	CLCdnDe10_28286
PGSC0003DMC400052731	FLS2	PGSC0003DMC400052731
PGSC0003DMC400024593	FLS2	PGSC0003DMC400024593
Sotub06g005350	FLS2	CLCdnPW2_20481
Sotub04g011730	FLS2	Sotub04g011730
Sotub04g008760	FLS2	Sotub04g008760
PGSC0003DMC400023237	FLS2	PGSC0003DMC400009669
PGSC0003DMC400009669	FLS2	PGSC0003DMC400009669
Sotub06g005360	FLS2	CLCdnRY10_25718
PGSC0003DMC400034396	FLS2	PGSC0003DMC400034396
Sotub11g015540	FLS2	Sotub11g015540
Sotub02g006130	FLS2	Sotub02g006130
Sotub11g005100	FLS2	CLCdnDe6_41813
PGSC0003DMC400040766	FLS2	PGSC0003DMC400040766
Sotub10g010300	FLS2	Sotub10g010300
Sotub10g012480	FLS2	Sotub10g012480
PGSC0003DMC400038067	FLS2	PGSC0003DMC400038067
PGSC0003DMC400065902	FLS2	PGSC0003DMC400068815
PGSC0003DMC400068815	FLS2	PGSC0003DMC400068815
Sotub07g011210	FLS2	Sotub07g011210
PGSC0003DMC400013466	FLS2	PGSC0003DMC400013466
Sotub04g012200	FLS2	Sotub04g012200
PGSC0003DMC400049469	FLS2	CLCdnPW49_42216
Sotub02g019090	FLS2	CLCdnPW49_42216
Sotub02g019080	FLS2	CLCdnPW49_42216
Sotub04g013410	FLS2	Sotub04g013410
PGSC0003DMC400023871	FLS2	PGSC0003DMC400023871
PGSC0003DMC400013468	FLS2	VdnDe2_121470
PGSC0003DMC400060295	FLS2	PGSC0003DMC400060295
PGSC0003DMC400040815	FLS2	PGSC0003DMC400040815
PGSC0003DMC400031430	FLS2	CLCdnPW41_4617
PGSC0003DMC400027986	FLS2	CLCdnRY11_17465
Sotub03g005060	FLS2	CLCdnRY11_17465
PGSC0003DMC400026494	FLS2	CLCdnRY11_17465
PGSC0003DMC400026483	FLS2	CLCdnRY11_17465
Sotub04g012220	FLS2	Sotub04g012220
Sotub06g032680	FLS2	CLCdnDe10_72071
PGSC0003DMC400034405	FLS2	PGSC0003DMC400034405
Sotub04g012030	FLS2	Sotub04g012030
PGSC0003DMC400026544	FLS2	Sotub04g012030
PGSC0003DMC400046471	FLS2	CLCdnDe5_29087
PGSC0003DMC400009672	FLS2	CLCdnDe3_6171
Sotub03g006370	FLS2	Sotub03g006370
Sotub06g005460	FLS2	Sotub06g005370
Sotub06g005370	FLS2	Sotub06g005370
Sotub06g005440	FLS2	Sotub06g005370
Sotub03g005070	FLS2	Sotub03g005070
Sotub03g016300	FLS2	Sotub03g016300
PGSC0003DMC400024591	FLS2	PGSC0003DMC400024591
PGSC0003DMC400042151	FLS2	PGSC0003DMC400024591
PGSC0003DMC400021386	FLS2	PGSC0003DMC400024591
PGSC0003DMC400024590	FLS2	PGSC0003DMC400024591
PGSC0003DMC400033107	FLS2	Sotub03g006430
Sotub07g006040	FLS2	Sotub07g006040
Sotub04g012020	FLS2	Sotub04g011260
PGSC0003DMC400019323	FLS2	Sotub04g011260
PGSC0003DMC400064231	FLS2	PGSC0003DMC400064231
Sotub02g019100	FLS2	Sotub02g019100
Sotub02g018140	FLS2	Sotub02g018140
PGSC0003DMC400019348	FLS2	PGSC0003DMC400019348
PGSC0003DMC400018385	FLS2	PGSC0003DMC400018385
Sotub04g011690	FLS2	Sotub04g011690
Sotub02g018130	FLS2	Sotub02g018130
PGSC0003DMC400044425	FLS2	PGSC0003DMC400044425
PGSC0003DMC400018322	FLS2	SdnPW1_68039
Sotub02g014960	FLS2	Sotub02g014960
Sotub02g014990	FLS2	Sotub02g014960
Sotub02g014980	FLS2	Sotub02g014980
PGSC0003DMC400034397	FLS2	PGSC0003DMC400034397
Sotub04g011050	FLS2	Sotub04g011050
PGSC0003DMC400038070	FLS2	PGSC0003DMC400038070
PGSC0003DMC400019345	FLS2	PGSC0003DMC400019345
PGSC0003DMC400018025	FLS2	PGSC0003DMC400018025
PGSC0003DMC400048397	FLS2	Sotub03g005050
PGSC0003DMC400027987	FLS2	Sotub03g005050
Sotub03g005050	FLS2	Sotub03g005050
PGSC0003DMC400019347	FLS2	Sotub03g005050
PGSC0003DMC400031433	FLS2	Sotub03g005050
PGSC0003DMC400001924	FLS2	PGSC0003DMC400001924
Sotub04g012140	FLS2	PGSC0003DMC400040767
PGSC0003DMC400040767	FLS2	PGSC0003DMC400040767
PGSC0003DMC400035977	FLS2	CLCdnDe6_22848
PGSC0003DMC400022139	FLS2	PGSC0003DMC400022139
Sotub02g017300	FLS2	Sotub02g017300
Sotub07g011200	FLS2	Sotub07g011200
Sotub02g019000	FLS2	CLCdnDe6_136454
PGSC0003DMC400049564	FLS2	PGSC0003DMC400049564
PGSC0003DMC400049477	FLS2	PGSC0003DMC400049477
PGSC0003DMC400000599	FLS2	PGSC0003DMC400000599
Sotub04g009590	FLS2	Sotub04g009590
Sotub11g012790	FLS2	Sotub11g012790
PGSC0003DMC400033117	FLS2	Sotub04g011200
Sotub04g011200	FLS2	Sotub04g011200
PGSC0003DMC400040901	FLS2	Sotub04g011090
Sotub04g011090	FLS2	Sotub04g011090
Sotub07g011160	FLS2	Sotub07g011160
Sotub04g011140	FLS2	Sotub04g011140
Sotub04g018040	FLS2	Sotub04g018040
PGSC0003DMC400064379	FLS2	PGSC0003DMC400064379
PGSC0003DMC400024592	FLS2	Sotub04g011710
Sotub04g012150	FLS2	Sotub04g011710
Sotub04g011710	FLS2	Sotub04g011710
Sotub06g005980	FLS2	CLCdnPW49_36153
PGSC0003DMC400013465	FLS2	TDe_comp78170_c0_seq1
Sotub06g005010	GRAS2	CLCdnDe7_130868
Sotub06g005020	GRAS2	CLCdnDe7_130868
Sotub09g009080	GRAS2	VdnDe5_64364
Sotub10g028220	GRAS2	CLCdnPW47_66601
Sotub06g032090	GRAS2	CLCdnDe4_19379
Sotub05g025760	GRAS2	Sotub05g025760
Sotub04g010480	GRAS2	CLCdnDe10_6580
Sotub04g010470	GRAS2	CLCdnDe10_6580
Sotub06g033330	GRAS2	CLCdnDe10_30641
Sotub01g038000	GRAS2	CLCdnDe7_12535
Sotub10g009510	GRX480	VdnDe1_89969
Sotub07g021700	GRX480	CLCdnDe10_41911
Sotub10g008640	GRX480	CLCdnDe3_68883
Sotub12g027760	GSNO	VdnDe3_64463
Sotub03g010300	GSNO	CLCdnDe1_25690
Sotub04g028330	GSNO	VdnPW1_29523
Sotub09g015620	GSNO	VdnPW4_8882
Sotub08g027030	GSNO	CLCdnDe4_15694
Sotub06g018560	GSNO	Sotub06g018560
Sotub04g024490	GSNO	CLCdnDe11_60415
Sotub04g035590	GSNO	Sotub04g035590
Sotub03g010290	GSNO	CLCdnRY11_29863
Sotub03g010250	GSNO	CLCdnRY11_29863
Sotub03g010270	GSNO	CLCdnRY11_29863
Sotub11g027520	GSNO	PBdnRY1_13225
Sotub12g006360	GST	CLCdnDe7_42987
Sotub07g025750	GST	CLCdnRY12_1671
Sotub01g050000	GST	CLCdnDe8_6607
Sotub02g024450	GST	SdnPW1_24302
Sotub10g007520	GST	VdnDe1_161678
Sotub07g018520	GST	CLCdnDe12_87375
Sotub01g050040	GST	CLCdnDe13_4703
Sotub07g023720	GST	CLCdnDe13_4703
Sotub12g027670	GST	CLCdnPW12_574
Sotub02g024360	GST	Sotub02g024360
PGSC0003DMC400013826	GST	CLCdnDe11_67265
Sotub01g050020	GST	CLCdnRY11_370
Sotub01g050010	GST	CLCdnRY11_370
Sotub07g023710	GST	CLCdnRY11_370
Sotub07g023690	GST	CLCdnRY11_370
Sotub07g025740	GST	CLCdnDe11_100643
Sotub10g007540	GST	Sotub10g007540
Sotub12g006370	GST	Sotub12g006370
Sotub06g007440	GST	CLCdnDe3_8539
Sotub09g022260	GST	VdnDe2_124312
PGSC0003DMC400054155	GST	PGSC0003DMC400054155
Sotub01g050030	GST	Sotub01g050030
Sotub02g014610	HMA	CLCdnDe5_3624
PGSC0003DMC400021858	HMA	CLCdnDe6_70110
Sotub01g042220	HMA	VdnDe1_22436
Sotub11g016240	HMA	SdnPW1_2091
Sotub08g014180	HMA	CLCdnDe11_25966
Sotub08g029580	HMA	CLCdnDe11_103629
Sotub12g009310	IAA29	VdnPW1_103746
Sotub09g015480	IAA29	CLCdnRY9_18969
Sotub04g028750	IAA29	CLCdnDe14_7642
Sotub03g036530	IAA29	VdnDe2_151259
Sotub09g026860	IAA29	Sotub09g026860
Sotub09g025170	IAA29	VdnDe2_31744
Sotub06g016970	IAA29	CLCdnRY4_12070
Sotub01g034780	IAA29	SdnRY1_22826
Sotub06g016980	IAA29	CLCdnDe6_1844
Sotub06g008420	IAA29	VdnPW1_177039
PGSC0003DMC400035574	IAA29	CLCdnDe11_66065
Sotub12g029500	IAA29	Sotub12g029500
Sotub08g011350	IAA29	CLCdnDe10_46835
Sotub03g036660	IAA29	VdnDe6_25671
Sotub06g008430	IAA29	CLCdnDe6_11130
Sotub03g035900	IAA29	Sotub03g035900
Sotub06g034510	IAA29	CLCdnRY3_28851
Sotub07g008460	IAA29	CLCdnDe13_2947
Sotub03g036670	IAA29	VdnDe1_71729
PGSC0003DMC400023793	IAA29	CLCdnPW50_82537
Sotub09g025160	IAA29	CLCdnDe6_18539
Sotub09g020670	IAA29	Sotub09g020670
Sotub06g023310	IAA29	CLCdnDe12_49749
Sotub06g027020	ICS	Sotub06g027020
PGSC0003DMC400063840	JAL	PGSC0003DMC400063840
PGSC0003DMC400058934	JAL	PGSC0003DMC400058934
PGSC0003DMC400065300	JAL	PGSC0003DMC400065300
Sotub12g032980	JAL	Sotub12g032980
Sotub01g006640	JAL	VdnDe1_263009
Sotub09g024900	JAL	CLCdnRY11_29088
Sotub09g024930	JAL	CLCdnDe14_58755
Sotub09g024920	JAL	CLCdnRY12_14801
Sotub06g034420	JAM1,2	CLCdnPW10_7862
Sotub01g033490	JAM1,2	CLCdnPW5_21085
Sotub05g022770	JAM1,2	CLCdnPW14_28456
Sotub06g034420	JAM3	CLCdnPW10_7862
Sotub01g033490	JAM3	CLCdnPW5_21085
Sotub05g022770	JAM3	CLCdnPW14_28456
Sotub10g008920	JAR	CLCdnPW44_10558
PGSC0003DMC400032009	JAR	CLCdnDe12_36300
PGSC0003DMC400032010	JAR	CLCdnDe12_36300
Sotub05g022550	JAR	SdnRY1_9353
Sotub05g022560	JAR	SdnRY1_9353
Sotub01g033030	JAR	Sotub01g033030
PGSC0003DMC400034515	JAR	PGSC0003DMC400034515
Sotub03g034750	JAZ1,2,5,6	SdnRY1_20596
Sotub12g008780	JAZ1,2,5,6	CLCdnRY5_51483
PGSC0003DMC400050904	JAZ1,2,5,6	VdnPW3_64654
Sotub12g022980	JAZ1,2,5,6	CLCdnDe4_134526
PGSC0003DMC400043215	JAZ1,2,5,6	PGSC0003DMC400043215
Sotub05g019410	JAZ10	CLCdnDe11_104647
Sotub03g031970	JAZ3,4	Sotub03g031970
Sotub01g005610	JAZ3,4	Sotub01g005610
Sotub06g026000	JAZ3,4	VdnDe4_181643
PGSC0003DMC400015429	JAZ7,8	VdnDe3_198766
PGSC0003DMC400002154	JAZ7,8	VdnDe1_126611
PGSC0003DMC400046574	JAZ7,8	CLCdnDe7_166951
PGSC0003DMC400015428	JAZ7,8	CLCdnDe7_166951
PGSC0003DMC400002158	JAZ7,8	CLCdnDe13_164986
Sotub03g031970	JAZ9,11,12	Sotub03g031970
Sotub03g034750	JAZ9,11,12	SdnRY1_20596
Sotub01g005610	JAZ9,11,12	Sotub01g005610
Sotub06g026000	JAZ9,11,12	VdnDe4_181643
Sotub12g008780	JAZ9,11,12	CLCdnRY5_51483
PGSC0003DMC400050904	JAZ9,11,12	VdnPW3_64654
Sotub12g022980	JAZ9,11,12	CLCdnDe4_134526
PGSC0003DMC400043215	JAZ9,11,12	PGSC0003DMC400043215
Sotub04g034060	JMT	CLCdnRY10_52349
Sotub02g028080	JMT	CLCdnDe13_22385
Sotub01g028150	JMT	Sotub01g028190
Sotub01g028190	JMT	Sotub01g028190
Sotub01g028160	JMT	Sotub01g028190
Sotub09g027890	JMT	TDe_comp108514_c0_seq2
Sotub05g026320	JMT	CLCdnDe4_130961
Sotub09g027900	JMT	Sotub09g027900
PGSC0003DMC400003219	JMT	PGSC0003DMC400003219
PGSC0003DMC400024467	JMT	PGSC0003DMC400024467
Sotub09g027790	KAT	VdnDe1_235265
Sotub09g018750	KAT	VdnDe1_48301
Sotub05g015810	LOX	VdnDe2_67451
Sotub11g007820	LOX	VdnDe2_67451
Sotub03g034620	LOX	CLCdnPW45_15597
Sotub01g007030	LOX	CLCdnRY12_7121
Sotub08g010690	LOX	VdnDe3_184942
Sotub08g008740	LOX	VdnDe3_184942
Sotub08g010730	LOX	VdnDe3_184942
Sotub08g010720	LOX	VdnDe3_184942
Sotub12g006600	LOX	Sotub12g006600
Sotub09g023410	LOX	Sotub09g023410
PGSC0003DMC400042728	LOX	CLCdnDe11_82886
Sotub01g037000	LOX	Sotub01g037000
PGSC0003DMC400042723	LOX	Sotub01g037000
Sotub08g011220	LOX	TDe_comp104736_c1_seq2
PGSC0003DMC400042724	LOX	TDe_comp104736_c1_seq2
Sotub01g036960	LOX	CLCdnPW49_4894
Sotub01g036990	LOX	Sotub01g036990
Sotub01g037010	LOX	Sotub01g037010
PGSC0003DMC400042721	LOX	PGSC0003DMC400042721
PGSC0003DMC400042722	LOX	PGSC0003DMC400042722
Sotub04g025410	LOX	Sotub04g025410
PGSC0003DMC400050332	LOX	CLCdnDe11_106360
Sotub01g046050	MES	Sotub01g046050
PGSC0003DMC400044949	MES	CLCdnRY12_84330
Sotub01g045940	MES	CLCdnDe12_65782
Sotub11g019980	MES	Sotub01g046140
Sotub01g046140	MES	Sotub01g046140
Sotub01g046160	MES	CLCdnDe6_101711
Sotub01g046060	MES	CLCdnDe6_101711
Sotub09g012700	MES	SdnRY1_24768
PGSC0003DMC400044972	MES	CLCdnDe13_40882
Sotub09g016640	MES	VdnPW2_24244
Sotub06g025780	MES	VdnPW2_24244
Sotub01g046040	MES	CLCdnRY11_17066
Sotub01g046030	MES	CLCdnRY11_17066
Sotub01g045970	MES	CLCdnPW42_13304
Sotub01g045980	MES	Sotub01g045980
Sotub01g046070	MES	CLCdnDe7_104853
Sotub02g012040	MES	VdnPW4_44412
Sotub03g019220	MES	CLCdnDe11_37592
PGSC0003DMC400009620	MES	PGSC0003DMC400009620
Sotub11g019970	MES	PGSC0003DMC400009620
PGSC0003DMC400009614	MES	PGSC0003DMC400009620
Sotub01g046010	MES	Sotub01g046010
Sotub02g012030	MES	CLCdnDe10_25404
PGSC0003DMC400013538	MES	CLCdnDe6_130439
PGSC0003DMC400039755	MES	CLCdnRY11_14108
Sotub01g046000	MES	Sotub01g046000
Sotub07g019040	MES	Sotub01g046000
Sotub02g012050	MES	PGSC0003DMC400044544
PGSC0003DMC400044544	MES	PGSC0003DMC400044544
Sotub01g046090	MES	CLCdnRY10_39657
Sotub01g046170	MES	Sotub01g046170
Sotub01g046110	MES	Sotub01g046110
Sotub01g046190	MES	Sotub01g046190
PGSC0003DMC400066212	MES	PGSC0003DMC400066212
PGSC0003DMC400044967	MES	PGSC0003DMC400044967
Sotub05g015130	MFP	CLCdnDe5_32151
Sotub02g036840	MFP	CLCdnPW43_13969
Sotub07g024210	MFP	CLCdnDe7_59240
Sotub05g015140	MFP	Sotub05g015140
Sotub08g019780	MFP	SdnRY1_4184
PGSC0003DMC400031274	MFP	CLCdnPW50_58197
Sotub12g009260	MFP	VdnDe3_88959
Sotub12g031400	MFP	CLCdnDe2_7728
Sotub01g020690	MFP	Sotub01g020690
PGSC0003DMC400006958	MFP	PGSC0003DMC400006958
Sotub03g015790	MIND1	VdnPW2_41514
PGSC0003DMC400050123	MKS1	PGSC0003DMC400050123
PGSC0003DMC400001483	MKS1	CLCdnPW50_59361
Sotub11g005740	MKS1	CLCdnPW10_10993
PGSC0003DMC400030680	MKS1	PGSC0003DMC400030680
PGSC0003DMC400009924	MKS1	PGSC0003DMC400009924
Sotub03g030600	MOS	Sotub03g030600
Sotub07g010690	MOS	TDe_comp111861_c1_seq3
Sotub08g013540	MOS	Sotub08g013540
Sotub01g014940	MOS	VdnPW2_48292
Sotub01g038530	MOS	VdnDe2_22578
Sotub06g008010	MOS	CLCdnPW13_16591
Sotub08g010260	MPK3	CLCdnDe13_28202
Sotub05g022310	MPK3	Sotub05g022310
Sotub08g028940	MPK3	CLCdnRY12_11500
Sotub04g034130	MPK3	Sotub04g034130
PGSC0003DMC400052344	MPK3	CLCdnDe10_7505
Sotub01g032370	MPK3	CLCdnDe11_30967
PGSC0003DMC400044003	MPK3	CLCdnDe12_68437
Sotub02g028000	MPK3	CLCdnDe13_5735
Sotub08g010260	MPK4	CLCdnDe13_28202
Sotub05g022310	MPK4	Sotub05g022310
Sotub08g028940	MPK4	CLCdnRY12_11500
Sotub04g034130	MPK4	Sotub04g034130
PGSC0003DMC400052344	MPK4	CLCdnDe10_7505
Sotub01g032370	MPK4	CLCdnDe11_30967
PGSC0003DMC400044003	MPK4	CLCdnDe12_68437
Sotub02g028000	MPK4	CLCdnDe13_5735
Sotub08g010260	MPK6	CLCdnDe13_28202
Sotub05g022310	MPK6	Sotub05g022310
Sotub08g028940	MPK6	CLCdnRY12_11500
Sotub04g034130	MPK6	Sotub04g034130
PGSC0003DMC400052344	MPK6	CLCdnDe10_7505
Sotub01g032370	MPK6	CLCdnDe11_30967
PGSC0003DMC400044003	MPK6	CLCdnDe12_68437
Sotub02g028000	MPK6	CLCdnDe13_5735
Sotub11g028720	MYB	Sotub11g028720
Sotub07g019440	MYB	Sotub07g019440
Sotub01g039250	MYB	CLCdnDe13_72147
Sotub02g034670	MYB	CLCdnDe12_39462
Sotub10g011210	MYB	CLCdnDe2_115424
Sotub12g011860	MYB	Sotub12g011860
Sotub02g022260	MYB	CLCdnDe11_24904
Sotub03g035190	MYB	Sotub03g035190
Sotub01g023920	MYB	CLCdnDe4_34407
Sotub02g025350	MYB	Sotub02g025350
Sotub04g027930	MYB	Sotub04g027930
Sotub05g024090	MYB	SdnRY1_25127
Sotub10g006500	MYB	CLCdnDe4_16842
Sotub05g010170	MYB	Sotub05g010170
Sotub05g010160	MYB	Sotub05g010170
Sotub01g018700	MYB	Sotub01g018700
Sotub10g009760	MYB	Sotub10g009760
Sotub05g022140	MYB	VdnDe1_85073
Sotub07g020470	MYB	Sotub07g020470
Sotub10g005840	MYB	Sotub10g005840
Sotub04g005220	MYB	Sotub04g005220
Sotub03g025780	MYB	CLCdnDe12_26096
Sotub08g009310	MYB	CLCdnDe11_71773
Sotub08g021580	MYB	CLCdnDe5_154667
Sotub06g029360	MYB	CLCdnDe4_41136
Sotub10g006190	MYB	Sotub10g006190
Sotub11g008250	MYB	CLCdnDe6_104499
Sotub06g008000	MYB	CLCdnDe7_89082
Sotub01g031720	MYB	CLCdnDe11_70782
PGSC0003DMC400042286	MYB	PGSC0003DMC400042286
Sotub03g021840	MYB	Sotub03g021840
Sotub02g036940	MYB	VdnDe1_243457
Sotub04g011540	MYB	Sotub04g011540
Sotub08g021600	MYB	Sotub08g021600
Sotub06g019800	MYB	VdnPW2_87310
PGSC0003DMC400057840	MYB	PGSC0003DMC400057840
Sotub08g025120	MYB	Sotub08g025120
Sotub08g027380	MYB	CLCdnDe11_87131
PGSC0003DMC400024608	MYB	CLCdnDe7_88619
Sotub12g023030	MYB	CLCdnDe6_144759
Sotub12g023020	MYB	CLCdnDe6_144759
Sotub06g017240	MYB	CLCdnDe6_75549
Sotub10g017290	MYB	CLCdnDe14_23729
Sotub09g025820	MYB	CLCdnDe5_42346
Sotub10g028550	MYB	Sotub10g028550
Sotub07g020510	MYB	Sotub07g020500
Sotub07g020500	MYB	Sotub07g020500
Sotub06g034360	MYB	CLCdnDe6_131794
Sotub01g048880	MYB	CLCdnPW12_46481
Sotub03g005820	MYB	VdnDe3_30828
Sotub07g027130	MYB	CLCdnRY10_65624
PGSC0003DMC400026501	MYB	PGSC0003DMC400026501
Sotub07g020490	MYB	Sotub07g020490
Sotub10g006090	MYB	Sotub10g006090
Sotub05g027380	MYB	Sotub05g027380
Sotub05g028100	MYB	Sotub05g028100
Sotub05g015340	MYB	Sotub05g015340
Sotub07g008480	MYB	CLCdnPW26_58301
PGSC0003DMC400068771	MYB	PGSC0003DMC400068771
PGSC0003DMC400069279	MYB	CLCdnDe10_135563
PGSC0003DMC400024606	MYB	PGSC0003DMC400024606
Sotub10g014250	MYB	Sotub10g014250
Sotub05g009490	MYB	CLCdnDe11_33652
Sotub12g012140	MYB	Sotub12g012140
Sotub01g009900	MYB	CLCdnDe7_55520
Sotub01g009890	MYB	CLCdnDe7_55520
Sotub06g030530	MYB	Sotub06g030530
Sotub11g028720	MYB113	Sotub11g028720
Sotub07g019440	MYB113	Sotub07g019440
Sotub01g039250	MYB113	CLCdnDe13_72147
Sotub02g034670	MYB113	CLCdnDe12_39462
Sotub10g011210	MYB113	CLCdnDe2_115424
Sotub12g011860	MYB113	Sotub12g011860
Sotub02g022260	MYB113	CLCdnDe11_24904
Sotub03g035190	MYB113	Sotub03g035190
Sotub01g023920	MYB113	CLCdnDe4_34407
Sotub02g025350	MYB113	Sotub02g025350
Sotub04g027930	MYB113	Sotub04g027930
Sotub05g024090	MYB113	SdnRY1_25127
Sotub10g006500	MYB113	CLCdnDe4_16842
Sotub05g010170	MYB113	Sotub05g010170
Sotub05g010160	MYB113	Sotub05g010170
Sotub01g018700	MYB113	Sotub01g018700
Sotub10g009760	MYB113	Sotub10g009760
Sotub05g022140	MYB113	VdnDe1_85073
Sotub07g020470	MYB113	Sotub07g020470
Sotub10g005840	MYB113	Sotub10g005840
Sotub04g005220	MYB113	Sotub04g005220
Sotub03g025780	MYB113	CLCdnDe12_26096
Sotub08g009310	MYB113	CLCdnDe11_71773
Sotub08g021580	MYB113	CLCdnDe5_154667
Sotub06g029360	MYB113	CLCdnDe4_41136
Sotub10g006190	MYB113	Sotub10g006190
Sotub11g008250	MYB113	CLCdnDe6_104499
Sotub06g008000	MYB113	CLCdnDe7_89082
Sotub01g031720	MYB113	CLCdnDe11_70782
PGSC0003DMC400042286	MYB113	PGSC0003DMC400042286
Sotub03g021840	MYB113	Sotub03g021840
Sotub02g036940	MYB113	VdnDe1_243457
Sotub04g011540	MYB113	Sotub04g011540
Sotub08g021600	MYB113	Sotub08g021600
Sotub06g019800	MYB113	VdnPW2_87310
PGSC0003DMC400057840	MYB113	PGSC0003DMC400057840
Sotub08g025120	MYB113	Sotub08g025120
Sotub08g027380	MYB113	CLCdnDe11_87131
PGSC0003DMC400024608	MYB113	CLCdnDe7_88619
Sotub12g023020	MYB113	CLCdnDe6_144759
Sotub12g023030	MYB113	CLCdnDe6_144759
Sotub06g017240	MYB113	CLCdnDe6_75549
Sotub10g017290	MYB113	CLCdnDe14_23729
Sotub09g025820	MYB113	CLCdnDe5_42346
Sotub10g028550	MYB113	Sotub10g028550
Sotub07g020510	MYB113	Sotub07g020500
Sotub07g020500	MYB113	Sotub07g020500
Sotub06g034360	MYB113	CLCdnDe6_131794
Sotub01g048880	MYB113	CLCdnPW12_46481
Sotub03g005820	MYB113	VdnDe3_30828
Sotub07g027130	MYB113	CLCdnRY10_65624
PGSC0003DMC400026501	MYB113	PGSC0003DMC400026501
Sotub07g020490	MYB113	Sotub07g020490
Sotub10g006090	MYB113	Sotub10g006090
Sotub05g027380	MYB113	Sotub05g027380
Sotub05g028100	MYB113	Sotub05g028100
Sotub05g015340	MYB113	Sotub05g015340
Sotub07g008480	MYB113	CLCdnPW26_58301
PGSC0003DMC400068771	MYB113	PGSC0003DMC400068771
PGSC0003DMC400069279	MYB113	CLCdnDe10_135563
PGSC0003DMC400024606	MYB113	PGSC0003DMC400024606
Sotub10g014250	MYB113	Sotub10g014250
Sotub05g009490	MYB113	CLCdnDe11_33652
