OCD	geneID
OCD_INPDsPGSCs_001517	Sotub01g043630
OCD_INPDsPGSCs_001517	Sotub07g007430
OCD_INPDsPGSCs_001517	CLCdnDe12_19439
OCD_INPDsPGSCs_001517	CLCdnDe14_35115
OCD_INPDsPGSCs_001518	AT2G13810
OCD_INPDsPGSCs_001518	AT4G33680
OCD_INPDsPGSCs_001518	PGSC0003DMC400039762
OCD_INPDsPGSCs_001518	PGSC0003DMC400046906
OCD_INPDsPGSCs_001518	Sotub06g027700
OCD_INPDsPGSCs_001518	Sotub11g016870
OCD_INPDsPGSCs_001518	CLCdnDe6_5161
OCD_INPDsPGSCs_001518	CLCdnDe4_59712
OCD_INPDsPGSCs_001519	AT2G06510
OCD_INPDsPGSCs_001519	AT4G19130
OCD_INPDsPGSCs_001519	AT5G45400
OCD_INPDsPGSCs_001519	PGSC0003DMC400053756
OCD_INPDsPGSCs_001519	PGSC0003DMC400066524
OCD_INPDsPGSCs_001519	Sotub05g017040
OCD_INPDsPGSCs_001519	Sotub08g020880
OCD_INPDsPGSCs_001520	AT2G05790
OCD_INPDsPGSCs_001520	AT4G26830
OCD_INPDsPGSCs_001520	AT5G55180
OCD_INPDsPGSCs_001520	PGSC0003DMC400001352
OCD_INPDsPGSCs_001520	PGSC0003DMC400022782
OCD_INPDsPGSCs_001520	PGSC0003DMC400022784
OCD_INPDsPGSCs_001520	Sotub07g018550
OCD_INPDsPGSCs_001520	Sotub12g013070
OCD_INPDsPGSCs_001520	CLCdnDe3_70005
OCD_INPDsPGSCs_001521	AT2G04390
OCD_INPDsPGSCs_001521	AT2G05220
OCD_INPDsPGSCs_001521	AT3G10610
OCD_INPDsPGSCs_001521	AT5G04800
OCD_INPDsPGSCs_001521	PGSC0003DMC400040452
OCD_INPDsPGSCs_001521	Sotub05g028310
OCD_INPDsPGSCs_001521	CLCdnDe1_6694
OCD_INPDsPGSCs_001522	AT1G80930
OCD_INPDsPGSCs_001522	PGSC0003DMC400031165
OCD_INPDsPGSCs_001522	PGSC0003DMC400039725
OCD_INPDsPGSCs_001522	PGSC0003DMC400048420
OCD_INPDsPGSCs_001522	Sotub03g029510
OCD_INPDsPGSCs_001522	Sotub03g034830
OCD_INPDsPGSCs_001522	Sotub04g033190
OCD_INPDsPGSCs_001522	VdnDe5_21926
OCD_INPDsPGSCs_001523	AT1G79850
OCD_INPDsPGSCs_001523	AT2G16950
OCD_INPDsPGSCs_001523	AT2G16960
OCD_INPDsPGSCs_001523	PGSC0003DMC400004525
OCD_INPDsPGSCs_001523	Sotub01g049170
OCD_INPDsPGSCs_001523	Sotub03g036360
OCD_INPDsPGSCs_001523	CLCdnPW50_3839
OCD_INPDsPGSCs_001523	SdnRY1_30543
OCD_INPDsPGSCs_001524	AT1G78210
OCD_INPDsPGSCs_001524	AT4G39955
OCD_INPDsPGSCs_001524	AT5G09430
OCD_INPDsPGSCs_001524	PGSC0003DMC400011373
OCD_INPDsPGSCs_001524	Sotub04g027960
OCD_INPDsPGSCs_001524	VdnPW1_106773
OCD_INPDsPGSCs_001525	AT1G77230
OCD_INPDsPGSCs_001525	AT5G09250
OCD_INPDsPGSCs_001525	PGSC0003DMC400015233
OCD_INPDsPGSCs_001525	PGSC0003DMC400031396
OCD_INPDsPGSCs_001525	PGSC0003DMC400031401
OCD_INPDsPGSCs_001525	Sotub02g009530
OCD_INPDsPGSCs_001525	Sotub04g023920
OCD_INPDsPGSCs_001525	Sotub04g023930
OCD_INPDsPGSCs_001525	CLCdnRY2_2653
OCD_INPDsPGSCs_001526	AT1G76880
OCD_INPDsPGSCs_001526	AT1G76890
OCD_INPDsPGSCs_001526	PGSC0003DMC400007053
OCD_INPDsPGSCs_001526	PGSC0003DMC400041700
OCD_INPDsPGSCs_001526	Sotub04g023500
OCD_INPDsPGSCs_001526	Sotub11g006290
OCD_INPDsPGSCs_001526	Sotub12g024780
OCD_INPDsPGSCs_001526	CLCdnRY7_19883
OCD_INPDsPGSCs_001526	VdnDe3_65743
OCD_INPDsPGSCs_001526	VdnPW1_75695
OCD_INPDsPGSCs_001527	AT1G75850
OCD_INPDsPGSCs_001527	AT2G17790
OCD_INPDsPGSCs_001527	AT3G51310
OCD_INPDsPGSCs_001527	PGSC0003DMC400006524
OCD_INPDsPGSCs_001527	PGSC0003DMC400039053
OCD_INPDsPGSCs_001527	PGSC0003DMC400051077
OCD_INPDsPGSCs_001527	Sotub02g026870
OCD_INPDsPGSCs_001527	Sotub03g009050
OCD_INPDsPGSCs_001527	Sotub12g027520
OCD_INPDsPGSCs_001527	SdnRY1_3244
OCD_INPDsPGSCs_001527	CLCdnRY10_2105
OCD_INPDsPGSCs_001527	CLCdnPW12_7814
OCD_INPDsPGSCs_001528	AT1G73680
OCD_INPDsPGSCs_001528	AT3G01420
OCD_INPDsPGSCs_001528	PGSC0003DMC400000994
OCD_INPDsPGSCs_001528	PGSC0003DMC400000996
OCD_INPDsPGSCs_001528	PGSC0003DMC400001000
OCD_INPDsPGSCs_001528	PGSC0003DMC400010186
OCD_INPDsPGSCs_001528	Sotub02g035770
OCD_INPDsPGSCs_001528	Sotub02g035780
OCD_INPDsPGSCs_001528	Sotub02g035820
OCD_INPDsPGSCs_001528	Sotub02g035830
OCD_INPDsPGSCs_001528	Sotub03g032530
OCD_INPDsPGSCs_001528	VdnDe3_14860
OCD_INPDsPGSCs_001528	VdnPW2_48473
OCD_INPDsPGSCs_001529	AT1G68740
OCD_INPDsPGSCs_001529	AT3G23430
OCD_INPDsPGSCs_001529	PGSC0003DMC400029975
OCD_INPDsPGSCs_001529	PGSC0003DMC400043610
OCD_INPDsPGSCs_001529	Sotub05g007180
OCD_INPDsPGSCs_001529	Sotub09g025610
OCD_INPDsPGSCs_001529	VdnDe2_85406
OCD_INPDsPGSCs_001529	CLCdnDe10_66297
OCD_INPDsPGSCs_001530	AT1G67890
OCD_INPDsPGSCs_001530	AT3G06620
OCD_INPDsPGSCs_001530	AT3G06630
OCD_INPDsPGSCs_001530	AT3G06640
OCD_INPDsPGSCs_001530	AT5G49470
OCD_INPDsPGSCs_001530	PGSC0003DMC400008315
OCD_INPDsPGSCs_001530	PGSC0003DMC400041532
OCD_INPDsPGSCs_001530	Sotub01g018080
OCD_INPDsPGSCs_001530	Sotub12g031210
OCD_INPDsPGSCs_001530	CLCdnDe12_15956
OCD_INPDsPGSCs_001531	AT1G67070
OCD_INPDsPGSCs_001531	AT3G02570
OCD_INPDsPGSCs_001531	PGSC0003DMC400018384
OCD_INPDsPGSCs_001531	PGSC0003DMC400020866
OCD_INPDsPGSCs_001531	PGSC0003DMC400045815
OCD_INPDsPGSCs_001531	Sotub02g010930
OCD_INPDsPGSCs_001531	Sotub02g029240
OCD_INPDsPGSCs_001531	Sotub06g017870
OCD_INPDsPGSCs_001531	SdnRY1_13715
OCD_INPDsPGSCs_001531	CLCdnPW18_29365
OCD_INPDsPGSCs_001531	CLCdnDe13_49651
OCD_INPDsPGSCs_001532	AT1G66160
OCD_INPDsPGSCs_001532	AT5G37490
OCD_INPDsPGSCs_001532	PGSC0003DMC400039486
OCD_INPDsPGSCs_001532	PGSC0003DMC400049977
OCD_INPDsPGSCs_001532	PGSC0003DMC400051323
OCD_INPDsPGSCs_001532	Sotub01g005370
OCD_INPDsPGSCs_001532	Sotub04g007640
OCD_INPDsPGSCs_001532	Sotub11g005410
OCD_INPDsPGSCs_001532	CLCdnDe4_118401
OCD_INPDsPGSCs_001532	CLCdnDe12_117430
OCD_INPDsPGSCs_001532	CLCdnDe12_116751
OCD_INPDsPGSCs_001533	AT1G66140
OCD_INPDsPGSCs_001533	PGSC0003DMC400023590
OCD_INPDsPGSCs_001533	PGSC0003DMC400039480
OCD_INPDsPGSCs_001533	PGSC0003DMC400040863
OCD_INPDsPGSCs_001533	PGSC0003DMC400051401
OCD_INPDsPGSCs_001533	PGSC0003DMC400051404
OCD_INPDsPGSCs_001533	Sotub01g005430
OCD_INPDsPGSCs_001533	Sotub04g007580
OCD_INPDsPGSCs_001533	Sotub04g007620
OCD_INPDsPGSCs_001533	Sotub04g011620
OCD_INPDsPGSCs_001533	Sotub11g007360
OCD_INPDsPGSCs_001533	VdnPW2_62461
OCD_INPDsPGSCs_001533	VdnPW5_59289
OCD_INPDsPGSCs_001533	PBdnRY1_5316
OCD_INPDsPGSCs_001534	AT1G65900
OCD_INPDsPGSCs_001534	AT1G65910
OCD_INPDsPGSCs_001534	PGSC0003DMC400029237
OCD_INPDsPGSCs_001534	PGSC0003DMC400037231
OCD_INPDsPGSCs_001534	Sotub02g008230
OCD_INPDsPGSCs_001534	Sotub02g024380
OCD_INPDsPGSCs_001534	Sotub02g024390
OCD_INPDsPGSCs_001534	CLCdnRY10_49133
OCD_INPDsPGSCs_001535	AT1G65680
OCD_INPDsPGSCs_001535	PGSC0003DMC400045145
OCD_INPDsPGSCs_001535	Sotub01g029960
OCD_INPDsPGSCs_001535	Sotub12g018950
OCD_INPDsPGSCs_001536	AT1G65540
OCD_INPDsPGSCs_001536	AT3G59820
OCD_INPDsPGSCs_001536	PGSC0003DMC400028258
OCD_INPDsPGSCs_001536	Sotub11g009940
OCD_INPDsPGSCs_001536	Sotub12g029280
OCD_INPDsPGSCs_001536	CLCdnDe7_1203
OCD_INPDsPGSCs_001537	AT1G64650
OCD_INPDsPGSCs_001537	AT3G49310
OCD_INPDsPGSCs_001537	AT4G27720
OCD_INPDsPGSCs_001537	PGSC0003DMC400007676
OCD_INPDsPGSCs_001537	PGSC0003DMC400032263
OCD_INPDsPGSCs_001537	Sotub03g012750
OCD_INPDsPGSCs_001537	Sotub08g016540
OCD_INPDsPGSCs_001537	CLCdnPW10_9596
OCD_INPDsPGSCs_001538	AT1G64090
OCD_INPDsPGSCs_001538	AT4G11220
OCD_INPDsPGSCs_001538	AT4G23630
OCD_INPDsPGSCs_001538	AT5G41600
OCD_INPDsPGSCs_001538	PGSC0003DMC400000170
OCD_INPDsPGSCs_001538	PGSC0003DMC400021793
OCD_INPDsPGSCs_001538	PGSC0003DMC400034641
OCD_INPDsPGSCs_001538	Sotub01g032640
OCD_INPDsPGSCs_001538	Sotub03g012620
OCD_INPDsPGSCs_001538	Sotub08g028670
OCD_INPDsPGSCs_001538	CLCdnDe3_3445
OCD_INPDsPGSCs_001538	CLCdnPW10_3483
OCD_INPDsPGSCs_001538	CLCdnDe11_9120
OCD_INPDsPGSCs_001539	AT1G63300
OCD_INPDsPGSCs_001539	AT5G41140
OCD_INPDsPGSCs_001539	AT5G52280
OCD_INPDsPGSCs_001539	PGSC0003DMC400010245
OCD_INPDsPGSCs_001539	PGSC0003DMC400021618
OCD_INPDsPGSCs_001539	PGSC0003DMC400025181
OCD_INPDsPGSCs_001539	Sotub03g014360
OCD_INPDsPGSCs_001539	Sotub08g009900
OCD_INPDsPGSCs_001539	Sotub08g029680
OCD_INPDsPGSCs_001539	CLCdnDe10_24451
OCD_INPDsPGSCs_001539	CLCdnPW48_11600
OCD_INPDsPGSCs_001539	CLCdnDe11_333
OCD_INPDsPGSCs_001540	AT1G63020
OCD_INPDsPGSCs_001540	AT2G40030
OCD_INPDsPGSCs_001540	PGSC0003DMC400031946
OCD_INPDsPGSCs_001540	PGSC0003DMC400039448
OCD_INPDsPGSCs_001540	Sotub01g033890
OCD_INPDsPGSCs_001540	Sotub08g026260
OCD_INPDsPGSCs_001540	CLCdnDe11_11300
OCD_INPDsPGSCs_001541	AT1G62800
OCD_INPDsPGSCs_001541	AT5G11520
OCD_INPDsPGSCs_001541	AT5G19550
OCD_INPDsPGSCs_001541	PGSC0003DMC400019158
OCD_INPDsPGSCs_001541	PGSC0003DMC400027394
OCD_INPDsPGSCs_001541	Sotub07g012040
OCD_INPDsPGSCs_001541	Sotub08g018900
OCD_INPDsPGSCs_001541	CLCdnDe12_9043
OCD_INPDsPGSCs_001542	AT1G62510
OCD_INPDsPGSCs_001542	AT4G12510
OCD_INPDsPGSCs_001542	AT4G12520
OCD_INPDsPGSCs_001542	PGSC0003DMC400008412
OCD_INPDsPGSCs_001542	PGSC0003DMC400008413
OCD_INPDsPGSCs_001542	Sotub08g024780
OCD_INPDsPGSCs_001542	Sotub08g024800
OCD_INPDsPGSCs_001542	VdnDe2_251476
OCD_INPDsPGSCs_001543	AT1G62262
OCD_INPDsPGSCs_001543	AT1G62280
OCD_INPDsPGSCs_001543	PGSC0003DMC400006614
OCD_INPDsPGSCs_001543	Sotub03g008070
OCD_INPDsPGSCs_001543	Sotub04g034380
OCD_INPDsPGSCs_001544	AT1G61680
OCD_INPDsPGSCs_001544	PGSC0003DMC400019916
OCD_INPDsPGSCs_001544	PGSC0003DMC400019917
OCD_INPDsPGSCs_001544	PGSC0003DMC400019918
OCD_INPDsPGSCs_001544	PGSC0003DMC400019978
OCD_INPDsPGSCs_001544	Sotub10g006220
OCD_INPDsPGSCs_001544	Sotub10g006230
OCD_INPDsPGSCs_001544	Sotub10g006250
OCD_INPDsPGSCs_001544	Sotub10g006260
OCD_INPDsPGSCs_001544	VdnDe2_220108
OCD_INPDsPGSCs_001545	AT1G60560
OCD_INPDsPGSCs_001545	AT4G13970
OCD_INPDsPGSCs_001545	PGSC0003DMC400020357
OCD_INPDsPGSCs_001545	PGSC0003DMC400045534
OCD_INPDsPGSCs_001545	PGSC0003DMC400045536
OCD_INPDsPGSCs_001545	Sotub04g009980
OCD_INPDsPGSCs_001545	Sotub08g023820
OCD_INPDsPGSCs_001545	CLCdnPW50_47822
OCD_INPDsPGSCs_001545	CLCdnRY2_6910
OCD_INPDsPGSCs_001548	AT1G55850
OCD_INPDsPGSCs_001548	PGSC0003DMC400038334
OCD_INPDsPGSCs_001548	PGSC0003DMC400038337
OCD_INPDsPGSCs_001548	PGSC0003DMC400051900
OCD_INPDsPGSCs_001548	PGSC0003DMC400051902
OCD_INPDsPGSCs_001548	Sotub07g028150
OCD_INPDsPGSCs_001548	Sotub07g028160
OCD_INPDsPGSCs_001548	Sotub12g013450
OCD_INPDsPGSCs_001548	Sotub12g013470
OCD_INPDsPGSCs_001548	CLCdnRY10_6198
OCD_INPDsPGSCs_001548	PBdnRY1_9698
OCD_INPDsPGSCs_001548	TDe_comp113098_c1_seq1
OCD_INPDsPGSCs_001549	AT1G55475
OCD_INPDsPGSCs_001549	AT2G32040
OCD_INPDsPGSCs_001549	PGSC0003DMC400028491
OCD_INPDsPGSCs_001549	PGSC0003DMC400028499
OCD_INPDsPGSCs_001549	PGSC0003DMC400055455
OCD_INPDsPGSCs_001549	Sotub06g016670
OCD_INPDsPGSCs_001549	Sotub06g016680
OCD_INPDsPGSCs_001549	Sotub09g023880
OCD_INPDsPGSCs_001549	SdnPW1_6794
OCD_INPDsPGSCs_001550	AT1G55150
OCD_INPDsPGSCs_001550	AT5G63120
OCD_INPDsPGSCs_001550	PGSC0003DMC400031686
OCD_INPDsPGSCs_001550	PGSC0003DMC400056130
OCD_INPDsPGSCs_001550	Sotub03g025820
OCD_INPDsPGSCs_001550	Sotub11g022350
OCD_INPDsPGSCs_001550	Sotub12g022730
OCD_INPDsPGSCs_001550	CLCdnPW50_4350
OCD_INPDsPGSCs_001551	AT1G53380
OCD_INPDsPGSCs_001551	AT2G45260
OCD_INPDsPGSCs_001551	AT3G14870
OCD_INPDsPGSCs_001551	PGSC0003DMC400012533
OCD_INPDsPGSCs_001551	PGSC0003DMC400026896
OCD_INPDsPGSCs_001551	Sotub01g030240
OCD_INPDsPGSCs_001551	Sotub07g024990
OCD_INPDsPGSCs_001551	Sotub12g005040
OCD_INPDsPGSCs_001551	VdnDe1_99669
OCD_INPDsPGSCs_001551	CLCdnDe10_550
OCD_INPDsPGSCs_001552	AT1G51410
OCD_INPDsPGSCs_001552	AT5G19440
OCD_INPDsPGSCs_001552	Sotub01g009170
OCD_INPDsPGSCs_001552	Sotub01g009190
OCD_INPDsPGSCs_001552	Sotub01g009200
OCD_INPDsPGSCs_001552	CLCdnDe11_14067
OCD_INPDsPGSCs_001552	VdnDe3_62659
OCD_INPDsPGSCs_001553	AT1G50690
OCD_INPDsPGSCs_001553	AT1G63190
OCD_INPDsPGSCs_001553	AT1G63200
OCD_INPDsPGSCs_001553	AT1G63205
OCD_INPDsPGSCs_001553	AT1G63206
OCD_INPDsPGSCs_001553	AT2G37435
OCD_INPDsPGSCs_001553	AT5G05040
OCD_INPDsPGSCs_001553	AT5G05060
OCD_INPDsPGSCs_001553	PGSC0003DMC400005679
OCD_INPDsPGSCs_001553	PGSC0003DMC400021730
OCD_INPDsPGSCs_001553	Sotub03g017730
OCD_INPDsPGSCs_001553	Sotub08g027890
OCD_INPDsPGSCs_001553	CLCdnDe6_9959
OCD_INPDsPGSCs_001553	SdnPW1_32095
OCD_INPDsPGSCs_001554	AT1G50630
OCD_INPDsPGSCs_001554	AT3G20300
OCD_INPDsPGSCs_001554	PGSC0003DMC400022778
OCD_INPDsPGSCs_001554	PGSC0003DMC400025390
OCD_INPDsPGSCs_001554	PGSC0003DMC400038646
OCD_INPDsPGSCs_001554	Sotub07g028950
OCD_INPDsPGSCs_001554	Sotub10g005480
OCD_INPDsPGSCs_001554	Sotub12g013110
OCD_INPDsPGSCs_001554	CLCdnDe9_845
OCD_INPDsPGSCs_001554	CLCdnPW2_11158
OCD_INPDsPGSCs_001554	CLCdnRY10_54276
OCD_INPDsPGSCs_001555	AT1G49790
OCD_INPDsPGSCs_001555	AT1G71320
OCD_INPDsPGSCs_001555	AT2G30615
OCD_INPDsPGSCs_001555	AT2G42955
OCD_INPDsPGSCs_001555	AT2G43260
OCD_INPDsPGSCs_001555	AT2G43270
OCD_INPDsPGSCs_001555	AT2G43440
OCD_INPDsPGSCs_001555	AT2G43445
OCD_INPDsPGSCs_001555	AT3G62350
OCD_INPDsPGSCs_001555	AT3G62380
OCD_INPDsPGSCs_001555	AT4G17780
OCD_INPDsPGSCs_001555	PGSC0003DMC400068643
OCD_INPDsPGSCs_001555	Sotub04g033640
OCD_INPDsPGSCs_001556	AT1G49740
OCD_INPDsPGSCs_001556	AT3G19310
OCD_INPDsPGSCs_001556	AT4G36945
OCD_INPDsPGSCs_001556	PGSC0003DMC400007200
OCD_INPDsPGSCs_001556	PGSC0003DMC400044902
OCD_INPDsPGSCs_001556	Sotub01g045150
OCD_INPDsPGSCs_001556	Sotub02g031800
OCD_INPDsPGSCs_001556	CLCdnDe14_63831
OCD_INPDsPGSCs_001557	AT1G48970
OCD_INPDsPGSCs_001557	AT2G44070
OCD_INPDsPGSCs_001557	AT5G38640
OCD_INPDsPGSCs_001557	PGSC0003DMC400017772
OCD_INPDsPGSCs_001557	PGSC0003DMC400039971
OCD_INPDsPGSCs_001557	Sotub02g033140
OCD_INPDsPGSCs_001557	Sotub12g019480
OCD_INPDsPGSCs_001557	VdnPW1_28337
OCD_INPDsPGSCs_001557	CLCdnDe4_13095
OCD_INPDsPGSCs_001558	AT1G35830
OCD_INPDsPGSCs_001558	AT3G22160
OCD_INPDsPGSCs_001558	AT4G15120
OCD_INPDsPGSCs_001558	AT4G39720
OCD_INPDsPGSCs_001558	AT5G65170
OCD_INPDsPGSCs_001558	PGSC0003DMC400003388
OCD_INPDsPGSCs_001558	PGSC0003DMC400020824
OCD_INPDsPGSCs_001558	PGSC0003DMC400030968
OCD_INPDsPGSCs_001558	Sotub04g020770
OCD_INPDsPGSCs_001558	Sotub04g026830
OCD_INPDsPGSCs_001558	TDe_comp107773_c0_seq9
OCD_INPDsPGSCs_001558	VdnDe4_47796
OCD_INPDsPGSCs_001558	CLCdnPW50_27956
OCD_INPDsPGSCs_001559	AT1G34430
OCD_INPDsPGSCs_001559	AT3G25860
OCD_INPDsPGSCs_001559	PGSC0003DMC400016265
OCD_INPDsPGSCs_001559	PGSC0003DMC400022971
OCD_INPDsPGSCs_001559	Sotub05g007790
OCD_INPDsPGSCs_001559	Sotub11g013600
OCD_INPDsPGSCs_001559	CLCdnPW10_1192
OCD_INPDsPGSCs_001559	CLCdnDe2_12819
OCD_INPDsPGSCs_001560	AT1G34340
OCD_INPDsPGSCs_001560	AT5G49950
OCD_INPDsPGSCs_001560	Sotub01g040630
OCD_INPDsPGSCs_001560	Sotub01g040640
OCD_INPDsPGSCs_001560	Sotub01g040650
OCD_INPDsPGSCs_001560	VdnDe5_27574
OCD_INPDsPGSCs_001560	VdnDe6_30475
OCD_INPDsPGSCs_001561	AT1G33120
OCD_INPDsPGSCs_001561	AT1G33140
OCD_INPDsPGSCs_001561	AT4G10450
OCD_INPDsPGSCs_001561	PGSC0003DMC400043765
OCD_INPDsPGSCs_001561	PGSC0003DMC400046713
OCD_INPDsPGSCs_001561	PGSC0003DMC400050946
OCD_INPDsPGSCs_001561	Sotub06g027670
OCD_INPDsPGSCs_001561	Sotub08g010400
OCD_INPDsPGSCs_001561	Sotub12g029040
OCD_INPDsPGSCs_001561	VdnPW3_15644
OCD_INPDsPGSCs_001561	SdnPW1_27169
OCD_INPDsPGSCs_001561	VdnPW2_36555
OCD_INPDsPGSCs_001562	AT1G33060
OCD_INPDsPGSCs_001562	AT3G49530
OCD_INPDsPGSCs_001562	AT4G35580
OCD_INPDsPGSCs_001562	AT5G24590
OCD_INPDsPGSCs_001562	PGSC0003DMC400001114
OCD_INPDsPGSCs_001562	PGSC0003DMC400046923
OCD_INPDsPGSCs_001562	Sotub03g017140
OCD_INPDsPGSCs_001562	Sotub06g027920
OCD_INPDsPGSCs_001562	PBdnRY1_4854
OCD_INPDsPGSCs_001562	CLCdnPW16_5023
OCD_INPDsPGSCs_001563	AT1G31420
OCD_INPDsPGSCs_001563	AT2G35620
OCD_INPDsPGSCs_001563	AT5G62710
OCD_INPDsPGSCs_001563	PGSC0003DMC400043942
OCD_INPDsPGSCs_001563	PGSC0003DMC400052377
OCD_INPDsPGSCs_001563	Sotub03g026650
OCD_INPDsPGSCs_001563	Sotub08g019480
OCD_INPDsPGSCs_001563	CLCdnDe5_21393
OCD_INPDsPGSCs_001563	CLCdnDe6_9593
OCD_INPDsPGSCs_001564	AT1G30530
OCD_INPDsPGSCs_001564	AT5G17030
OCD_INPDsPGSCs_001564	AT5G17040
OCD_INPDsPGSCs_001564	AT5G17050
OCD_INPDsPGSCs_001564	PGSC0003DMC400047765
OCD_INPDsPGSCs_001564	Sotub07g005020
OCD_INPDsPGSCs_001565	AT1G30050
OCD_INPDsPGSCs_001565	AT2G30530
OCD_INPDsPGSCs_001565	AT5G01970
OCD_INPDsPGSCs_001565	PGSC0003DMC400048176
OCD_INPDsPGSCs_001565	Sotub09g017480
OCD_INPDsPGSCs_001565	Sotub09g017490
OCD_INPDsPGSCs_001565	Sotub10g018260
OCD_INPDsPGSCs_001565	VdnPW3_31085
OCD_INPDsPGSCs_001566	AT1G29860
OCD_INPDsPGSCs_001566	AT4G18170
OCD_INPDsPGSCs_001566	AT5G46350
OCD_INPDsPGSCs_001566	PGSC0003DMC400013709
OCD_INPDsPGSCs_001566	PGSC0003DMC400017131
OCD_INPDsPGSCs_001566	PGSC0003DMC400030318
OCD_INPDsPGSCs_001566	Sotub02g017470
OCD_INPDsPGSCs_001566	Sotub07g023370
OCD_INPDsPGSCs_001566	Sotub12g006440
OCD_INPDsPGSCs_001566	VdnDe4_128573
OCD_INPDsPGSCs_001566	CLCdnPW22_32549
OCD_INPDsPGSCs_001566	CLCdnDe13_167116
OCD_INPDsPGSCs_001567	AT1G29680
OCD_INPDsPGSCs_001567	AT4G18920
OCD_INPDsPGSCs_001567	AT5G45690
OCD_INPDsPGSCs_001567	PGSC0003DMC400048381
OCD_INPDsPGSCs_001567	PGSC0003DMC400049490
OCD_INPDsPGSCs_001567	PGSC0003DMC400049491
OCD_INPDsPGSCs_001567	PGSC0003DMC400049492
OCD_INPDsPGSCs_001567	Sotub02g018230
OCD_INPDsPGSCs_001567	Sotub02g018240
OCD_INPDsPGSCs_001567	Sotub03g006250
OCD_INPDsPGSCs_001567	CLCdnDe6_113032
OCD_INPDsPGSCs_001568	AT1G28280
OCD_INPDsPGSCs_001568	AT3G15300
OCD_INPDsPGSCs_001568	AT5G53830
OCD_INPDsPGSCs_001568	PGSC0003DMC400051735
OCD_INPDsPGSCs_001568	PGSC0003DMC400068935
OCD_INPDsPGSCs_001568	Sotub02g020890
OCD_INPDsPGSCs_001568	Sotub07g024150
OCD_INPDsPGSCs_001568	TDe_comp91972_c0_seq2
OCD_INPDsPGSCs_001568	CLCdnDe2_2264
OCD_INPDsPGSCs_001569	AT1G28220
OCD_INPDsPGSCs_001569	AT1G28230
OCD_INPDsPGSCs_001569	PGSC0003DMC400024817
OCD_INPDsPGSCs_001569	PGSC0003DMC400048607
OCD_INPDsPGSCs_001569	PGSC0003DMC400048716
OCD_INPDsPGSCs_001569	Sotub06g009290
OCD_INPDsPGSCs_001569	Sotub06g009310
OCD_INPDsPGSCs_001569	Sotub06g009330
OCD_INPDsPGSCs_001569	Sotub12g025920
OCD_INPDsPGSCs_001569	Sotub12g025950
OCD_INPDsPGSCs_001569	VdnDe1_184652
OCD_INPDsPGSCs_001569	VdnDe1_153041
OCD_INPDsPGSCs_001570	AT1G28200
OCD_INPDsPGSCs_001570	AT2G22475
OCD_INPDsPGSCs_001570	AT4G40100
OCD_INPDsPGSCs_001570	PGSC0003DMC400040886
OCD_INPDsPGSCs_001570	Sotub04g011300
OCD_INPDsPGSCs_001570	Sotub07g012370
OCD_INPDsPGSCs_001570	CLCdnPW47_23788
OCD_INPDsPGSCs_001570	VdnPW1_157412
OCD_INPDsPGSCs_001571	AT1G27400
OCD_INPDsPGSCs_001571	AT1G67430
OCD_INPDsPGSCs_001571	PGSC0003DMC400026740
OCD_INPDsPGSCs_001571	PGSC0003DMC400046842
OCD_INPDsPGSCs_001571	Sotub03g023860
OCD_INPDsPGSCs_001571	Sotub06g029170
OCD_INPDsPGSCs_001571	Sotub06g029180
OCD_INPDsPGSCs_001571	SdnRY1_25361
OCD_INPDsPGSCs_001571	PBdnRY1_4186
OCD_INPDsPGSCs_001572	AT1G23860
OCD_INPDsPGSCs_001572	AT2G24590
OCD_INPDsPGSCs_001572	AT4G31580
OCD_INPDsPGSCs_001572	PGSC0003DMC400045689
OCD_INPDsPGSCs_001572	PGSC0003DMC400051450
OCD_INPDsPGSCs_001572	Sotub08g007650
OCD_INPDsPGSCs_001572	Sotub08g017200
OCD_INPDsPGSCs_001572	VdnDe2_55668
OCD_INPDsPGSCs_001572	VdnDe2_121276
OCD_INPDsPGSCs_001573	AT1G23320
OCD_INPDsPGSCs_001573	AT1G70560
OCD_INPDsPGSCs_001573	PGSC0003DMC400013574
OCD_INPDsPGSCs_001573	PGSC0003DMC400013575
OCD_INPDsPGSCs_001573	PGSC0003DMC400032966
OCD_INPDsPGSCs_001573	PGSC0003DMC400044074
OCD_INPDsPGSCs_001573	PGSC0003DMC400052220
OCD_INPDsPGSCs_001573	PGSC0003DMC400052222
OCD_INPDsPGSCs_001573	PGSC0003DMC400068989
OCD_INPDsPGSCs_001573	Sotub01g015230
OCD_INPDsPGSCs_001573	Sotub01g015240
OCD_INPDsPGSCs_001573	Sotub05g014160
OCD_INPDsPGSCs_001573	Sotub05g014170
OCD_INPDsPGSCs_001573	Sotub09g031500
OCD_INPDsPGSCs_001573	Sotub10g015790
OCD_INPDsPGSCs_001573	Sotub10g015830
OCD_INPDsPGSCs_001573	Sotub10g015880
OCD_INPDsPGSCs_001574	AT1G23150
OCD_INPDsPGSCs_001574	AT1G70780
OCD_INPDsPGSCs_001574	PGSC0003DMC400011355
OCD_INPDsPGSCs_001574	PGSC0003DMC400053309
OCD_INPDsPGSCs_001574	Sotub02g030080
OCD_INPDsPGSCs_001574	Sotub04g027850
OCD_INPDsPGSCs_001574	VdnDe2_94932
OCD_INPDsPGSCs_001574	SdnRY1_43413
