clade	geneID
MOS	Sotub03g030600
MOS	Sotub07g010690
MOS	Sotub08g013540
MOS	Sotub01g014940
MOS	Sotub01g038530
MOS	Sotub06g008010
MPK3	Sotub08g010260
MPK3	Sotub05g022310
MPK3	Sotub08g028940
MPK3	Sotub04g034130
MPK3	PGSC0003DMC400052344
MPK3	Sotub01g032370
MPK3	PGSC0003DMC400044003
MPK3	Sotub02g028000
MPK4	Sotub08g010260
MPK4	Sotub05g022310
MPK4	Sotub08g028940
MPK4	Sotub04g034130
MPK4	PGSC0003DMC400052344
MPK4	Sotub01g032370
MPK4	PGSC0003DMC400044003
MPK4	Sotub02g028000
MPK6	Sotub08g010260
MPK6	Sotub05g022310
MPK6	Sotub08g028940
MPK6	Sotub04g034130
MPK6	PGSC0003DMC400052344
MPK6	Sotub01g032370
MPK6	PGSC0003DMC400044003
MPK6	Sotub02g028000
MYB	Sotub11g028720
MYB	Sotub07g019440
MYB	Sotub01g039250
MYB	Sotub02g034670
MYB	Sotub10g011210
MYB	Sotub12g011860
MYB	Sotub02g022260
MYB	Sotub03g035190
MYB	Sotub01g023920
MYB	Sotub02g025350
MYB	Sotub04g027930
MYB	Sotub05g024090
MYB	Sotub10g006500
MYB	Sotub05g010170
MYB	Sotub05g010160
MYB	Sotub01g018700
MYB	Sotub10g009760
MYB	Sotub05g022140
MYB	Sotub07g020470
MYB	Sotub10g005840
MYB	Sotub04g005220
MYB	Sotub03g025780
MYB	Sotub08g009310
MYB	Sotub08g021580
MYB	Sotub06g029360
MYB	Sotub10g006190
MYB	Sotub11g008250
MYB	Sotub06g008000
MYB	Sotub01g031720
MYB	PGSC0003DMC400042286
MYB	Sotub03g021840
MYB	Sotub02g036940
MYB	Sotub04g011540
MYB	Sotub08g021600
MYB	Sotub06g019800
MYB	PGSC0003DMC400057840
MYB	Sotub08g025120
MYB	Sotub08g027380
MYB	PGSC0003DMC400024608
MYB	Sotub12g023030
MYB	Sotub12g023020
MYB	Sotub06g017240
MYB	Sotub10g017290
MYB	Sotub09g025820
MYB	Sotub10g028550
MYB	Sotub07g020510
MYB	Sotub07g020500
MYB	Sotub06g034360
MYB	Sotub01g048880
MYB	Sotub03g005820
MYB	Sotub07g027130
MYB	PGSC0003DMC400026501
MYB	Sotub07g020490
MYB	Sotub10g006090
MYB	Sotub05g027380
MYB	Sotub05g028100
MYB	Sotub05g015340
MYB	Sotub07g008480
MYB	PGSC0003DMC400068771
MYB	PGSC0003DMC400069279
MYB	PGSC0003DMC400024606
MYB	Sotub10g014250
MYB	Sotub05g009490
MYB	Sotub12g012140
MYB	Sotub01g009900
MYB	Sotub01g009890
MYB	Sotub06g030530
MYB113	Sotub11g028720
MYB113	Sotub07g019440
MYB113	Sotub01g039250
MYB113	Sotub02g034670
MYB113	Sotub10g011210
MYB113	Sotub12g011860
MYB113	Sotub02g022260
MYB113	Sotub03g035190
MYB113	Sotub01g023920
MYB113	Sotub02g025350
MYB113	Sotub04g027930
MYB113	Sotub05g024090
MYB113	Sotub10g006500
MYB113	Sotub05g010170
MYB113	Sotub05g010160
MYB113	Sotub01g018700
MYB113	Sotub10g009760
MYB113	Sotub05g022140
MYB113	Sotub07g020470
MYB113	Sotub10g005840
MYB113	Sotub04g005220
MYB113	Sotub03g025780
MYB113	Sotub08g009310
MYB113	Sotub08g021580
MYB113	Sotub06g029360
MYB113	Sotub10g006190
MYB113	Sotub11g008250
MYB113	Sotub06g008000
MYB113	Sotub01g031720
MYB113	PGSC0003DMC400042286
MYB113	Sotub03g021840
MYB113	Sotub02g036940
MYB113	Sotub04g011540
MYB113	Sotub08g021600
MYB113	Sotub06g019800
MYB113	PGSC0003DMC400057840
MYB113	Sotub08g025120
MYB113	Sotub08g027380
MYB113	PGSC0003DMC400024608
MYB113	Sotub12g023020
MYB113	Sotub12g023030
MYB113	Sotub06g017240
MYB113	Sotub10g017290
MYB113	Sotub09g025820
MYB113	Sotub10g028550
MYB113	Sotub07g020510
MYB113	Sotub07g020500
MYB113	Sotub06g034360
MYB113	Sotub01g048880
MYB113	Sotub03g005820
MYB113	Sotub07g027130
MYB113	PGSC0003DMC400026501
MYB113	Sotub07g020490
MYB113	Sotub10g006090
MYB113	Sotub05g027380
MYB113	Sotub05g028100
MYB113	Sotub05g015340
MYB113	Sotub07g008480
MYB113	PGSC0003DMC400068771
MYB113	PGSC0003DMC400069279
MYB113	PGSC0003DMC400024606
MYB113	Sotub10g014250
MYB113	Sotub05g009490
MYB113	Sotub12g012140
MYB113	Sotub01g009900
MYB113	Sotub01g009890
MYB113	Sotub06g030530
MYB44,70,73	Sotub04g031380
MYB44,70,73	Sotub05g009970
MYB44,70,73	Sotub06g029570
MYB44,70,73	Sotub09g012150
MYB44,70,73	Sotub05g025520
MYB44,70,73	Sotub02g031400
MYB44,70,73	Sotub03g025090
MYB44,70,73	Sotub10g026790
MYB44,70,73	PGSC0003DMC400064903
MYB44,70,73	PGSC0003DMC400066962
MYB44,70,73	Sotub04g024670
MYB44,70,73	Sotub04g018970
MYB44,70,73	Sotub04g032540
MYB44,70,73	Sotub04g019060
MYB44,70,73	Sotub08g026630
MYB44,70,73	Sotub09g009160
MYB44,70,73	Sotub03g022970
MYB44,70,73	Sotub03g022980
MYC	PGSC0003DMC400009742
MYC	Sotub08g009040
MYC	Sotub08g027160
MYC	PGSC0003DMC400009735
MYC	PGSC0003DMC400019122
MYC	PGSC0003DMC400019126
MYC	PGSC0003DMC400019123
MYC	Sotub01g033870
MYC	Sotub08g021320
MYC	Sotub08g006990
NAC19,55,72	Sotub07g008040
NAC19,55,72	Sotub04g009390
NAC19,55,72	Sotub07g026940
NAC19,55,72	Sotub12g006050
NAC19,55,72	Sotub10g007110
NAC19,55,72	Sotub05g010110
NAC19,55,72	Sotub07g026930
NAC19,55,72	PGSC0003DMC400065497
NAC19,55,72	Sotub06g019310
NAC19,55,72	Sotub11g013380
NAC19,55,72	Sotub04g005230
NAC32	Sotub07g008040
NAC32	Sotub04g009390
NAC32	Sotub07g026940
NAC32	Sotub12g006050
NAC32	Sotub10g007110
NAC32	Sotub05g010110
NAC32	Sotub07g026930
NAC32	PGSC0003DMC400065497
NAC32	Sotub06g019310
NAC32	Sotub11g013380
NAC32	Sotub04g005230
NADPH-oxidase	Sotub07g016200
NADPH-oxidase	PGSC0003DMC400021795
NADPH-oxidase	Sotub03g031420
NADPH-oxidase	Sotub06g025580
NADPH-oxidase	Sotub06g025550
NADPH-oxidase	Sotub01g037380
NADPH-oxidase	Sotub06g031460
NADPH-oxidase	Sotub11g029590
NADPH-oxidase	Sotub11g029600
NADPH-oxidase	Sotub05g016960
NDA	Sotub02g021760
NDA	Sotub06g006160
NDB	PGSC0003DMC400031937
NDB	Sotub10g008790
NDB	Sotub02g022150
NDB	Sotub07g020240
NDC	PGSC0003DMC400029182
NPR1	Sotub02g015550
NPR1	Sotub07g016890
OBE	Sotub05g019080
OBE	Sotub05g027120
OBE	Sotub07g017920
OMR1	Sotub10g025360
OMR1	Sotub09g008430
OMR1	Sotub10g025630
OMR1	Sotub10g028570
OPR	PGSC0003DMC400053803
OPR	Sotub11g017760
OPR	Sotub11g017730
OPR	PGSC0003DMC400032724
OPR	PGSC0003DMC400032723
OPR	Sotub01g040330
OPR	Sotub01g040320
OPR	PGSC0003DMC400005322
OPR	Sotub11g017750
OPR	PGSC0003DMC400048690
OPR	PGSC0003DMC400054627
OPR	PGSC0003DMC400055711
OPR	Sotub09g031310
ORA59	Sotub05g024660
ORA59	Sotub08g023780
ORA59	PGSC0003DMC400019030
ORA59	Sotub04g011610
ORA59	Sotub05g024670
ORA59	Sotub05g023530
ORA59	Sotub02g020190
ORA59	PGSC0003DMC400019035
ORA59	Sotub09g026020
ORA59	Sotub02g020180
ORA59	Sotub08g023750
ORA59	Sotub08g023760
ORA59	Sotub11g007490
ORA59	Sotub01g029560
ORA59	Sotub01g029520
ORA59	Sotub03g005750
ORA59	Sotub03g030820
ORA59	Sotub01g029490
ORA59	Sotub05g023520
ORA59	Sotub01g029470
ORA59	Sotub05g024650
ORA59	PGSC0003DMC400030113
ORA59	Sotub01g029440
ORA59	PGSC0003DMC400063967
ORA59	Sotub08g005000
ORA59	Sotub11g016330
ORA59	Sotub09g019380
ORA59	Sotub01g029570
ORA59	Sotub11g005390
ORA59	Sotub05g023100
ORA59	Sotub09g019370
ORA59	Sotub11g007500
ORA59	Sotub01g029460
ORA59	Sotub11g007510
ORA59	Sotub09g026030
ORA59	Sotub03g005740
ORA59	Sotub09g019360
ORA59	Sotub03g005730
ORA59	PGSC0003DMC400046392
PA	Sotub04g021940
PAA	Sotub12g008860
PAD4	Sotub06g027330
PAD4	Sotub02g008670
PAL	Sotub03g019490
PAL	PGSC0003DMC400037387
PAL	Sotub10g010100
PAL	Sotub09g007460
PAL	PGSC0003DMC400037350
PAL	Sotub09g007450
PAL	Sotub05g029380
PAL	PGSC0003DMC400054631
PAL	Sotub05g019810
PBB	Sotub05g014840
PBB	PGSC0003DMC400023364
PBE	PGSC0003DMC400026331
PBE	Sotub05g029370
PR1	Sotub07g005040
PR1	Sotub10g028800
PR1	Sotub07g005030
PR1	Sotub02g012270
PR1	Sotub09g006000
PR1	Sotub01g043920
PR1	Sotub01g043910
PR1	Sotub08g017040
PR1	Sotub01g043830
PR1	Sotub01g043870
PR1	Sotub01g043810
PR1	Sotub01g043790
PR1	Sotub01g043800
PR1	PGSC0003DMC400009085
PR1	Sotub01g043930
PR1	Sotub01g043780
PR1	Sotub09g006080
PR1	Sotub09g006090
PR1	Sotub09g006110
PR1	Sotub09g006100
PR1	Sotub09g006060
PR1	Sotub01g043880
PR1	PGSC0003DMC400065840
PR1	Sotub10g028810
PR13	Sotub06g023240
PR13	Sotub03g036760
PR3	PGSC0003DMC400046624
PR3	PGSC0003DMC400015454
PR3	PGSC0003DMC400046623
PR3	PGSC0003DMC400015455
PR3	PGSC0003DMC400046622
PR3	PGSC0003DMC400062421
PR3	Sotub02g026320
PR3	Sotub02g009500
PR3	Sotub02g026290
PR3	Sotub02g026280
PR4	Sotub01g034770
PR4	Sotub01g034760
PR4	Sotub01g034730
PR5	Sotub04g034930
PR5	Sotub01g048740
PR5	PGSC0003DMC400006374
PR5	Sotub06g027980
PR5	Sotub02g027140
PR5	Sotub03g017260
PR5	Sotub03g009140
PR5	Sotub01g048730
PR5	Sotub03g032270
PR5	Sotub04g033150
PR5	Sotub01g026700
PSAK	PGSC0003DMC400035620
RBCL	PGSC0003DMC400055787
RBCS	Sotub02g029160
RBCS	PGSC0003DMC400022435
RBCS	Sotub02g029150
RBCS	Sotub03g009830
RBCS	Sotub02g010840
RBCS	Sotub07g010460
RBX	Sotub06g021970
RBX	Sotub12g008880
RGA1,2	Sotub10g028440
RGA1,2	Sotub11g008520
RGA1,2	Sotub10g028470
RH	Sotub01g031710
RH	Sotub10g016280
RTE1	Sotub08g014610
RTE1	Sotub02g010060
RTE1	Sotub01g041350
RTM2	Sotub11g027970
RTM2	Sotub09g006340
RTM2	Sotub01g010070
RTM2	PGSC0003DMC400015319
RTM2	PGSC0003DMC400015320
RTM2	Sotub10g019320
SAG101	Sotub02g015630
SAG101	Sotub02g013560
SAG101	Sotub02g013610
SAG12	Sotub02g019280
SAG12	PGSC0003DMC400014071
SAG12	Sotub01g044880
SAG12	PGSC0003DMC400006709
SAG12	Sotub03g010210
SAG12	Sotub02g031520
SAG12	Sotub03g023320
SAG12	Sotub02g019760
SAG12	Sotub04g036200
SAG12	Sotub12g028030
SAG12	PGSC0003DMC400007779
SAG12	Sotub02g019540
SAG12	Sotub02g019620
SAG12	Sotub07g021760
SAG12	Sotub02g019770
SAG12	Sotub02g019600
SAG12	Sotub12g024290
SAG12	Sotub12g024280
SAG12	Sotub02g019750
SAG12	Sotub12g024300
SAG12	PGSC0003DMC400057838
SAG12	Sotub02g019320
SAG12	Sotub02g019300
SAG12	Sotub02g019610
SAG12	Sotub05g015020
SAGT	Sotub08g010810
SAGT	Sotub01g044690
SAGT	Sotub12g029350
SAGT	Sotub05g026700
SAGT	PGSC0003DMC400026305
SAGT	PGSC0003DMC400062125
SAGT	Sotub01g010680
SAGT	Sotub12g030360
SAGT	PGSC0003DMC400017683
SAGT	Sotub05g012400
SAGT	Sotub05g012390
SAGT	Sotub08g007510
SAGT	Sotub08g007500
SAGT	Sotub08g007610
SAGT	Sotub08g007540
SAGT	Sotub08g007620
SAGT	Sotub08g007600
SAGT	Sotub08g013210
SAGT	Sotub12g030370
SAGT	Sotub06g006870
SAGT	Sotub12g029320
SAGT	PGSC0003DMC400051109
SAGT	Sotub08g007630
SAGT	Sotub08g007570
SAGT	PGSC0003DMC400008269
SAGT	Sotub05g021120
SAGT	PGSC0003DMC400021275
SAGT	Sotub05g021020
SAGT	Sotub01g010690
SAGT	Sotub01g010620
SAGT	PGSC0003DMC400008270
SAGT	Sotub09g029500
SAGT	PGSC0003DMC400053835
SAGT	PGSC0003DMC400011906
SAGT	Sotub12g029370
SAGT	Sotub03g010720
SAHH	Sotub09g028780
SAHH	Sotub09g028800
SAHH	Sotub12g030260
SAMC	Sotub04g021570
SAMC	PGSC0003DMC400036389
SAMC	Sotub04g021670
SAMC	Sotub12g025160
SAMS	Sotub10g025090
SAMS	Sotub09g007810
SAMS	Sotub12g030950
SAMS	Sotub01g038880
SEN4	Sotub07g008050
SEN4	Sotub07g023640
SEN4	Sotub07g023270
SEN4	Sotub07g023650
SEN4	Sotub12g013810
SEN4	Sotub11g017490
SEN4	Sotub01g037390
SEN4	Sotub07g020850
SEN4	PGSC0003DMC400019283
SEN4	Sotub02g030410
SEN4	Sotub07g023260
SEN4	Sotub12g006620
SEN4	Sotub12g006610
SEN4	Sotub07g008060
SEN4	PGSC0003DMC400024633
SEN4	Sotub03g016240
SEN4	Sotub12g030380
SEN4	Sotub07g008070
SEN4	Sotub09g029550
SERK	Sotub04g027320
SERK	Sotub05g006760
SERK	Sotub04g005680
SERK	Sotub07g005820
SERK	Sotub02g033390
SERK	PGSC0003DMC400030908
SERK	Sotub01g042020
SERK	Sotub05g029570
SERK	Sotub05g013830
SERK	Sotub03g019110
SERK	Sotub11g009750
SERK	Sotub02g018900
SOD	Sotub08g025380
SOD	Sotub03g018550
SOD	Sotub01g021760
SOD	Sotub02g006550
SOD	Sotub06g015020
SOD	Sotub06g015010
SOD	Sotub11g024220
SOD	Sotub06g013090
SOD	PGSC0003DMC400039993
TDX	Sotub08g025110
TDX	Sotub03g031990
TGA2,5,6	Sotub10g020240
TGA2,5,6	Sotub05g007640
TGA2,5,6	Sotub10g022140
TGA2,5,6	Sotub11g025820
TGA2,5,6	Sotub10g022550
TGA2,5,6	Sotub01g009430
TGA2,5,6	Sotub11g020650
TGA2,5,6	Sotub10g022570
TGA2,5,6	Sotub09g019630
TGA2,5,6	Sotub06g031310
TRX-H	Sotub02g035240
TRX-H	Sotub09g014240
TRX-H	Sotub02g027830
TRX-H	Sotub05g011550
TRX-H	Sotub04g034250
TRX-H	PGSC0003DMC400039813
TRX-H	Sotub05g011500
VSP	Sotub03g035860
VSP	Sotub06g022920
VSP	Sotub06g022900
VSP	Sotub08g016230
VSP	PGSC0003DMC400032841
VSP	Sotub06g009600
VSP	Sotub09g025340
VSP	Sotub06g022890
VSP	Sotub06g022910
WAK	PGSC0003DMC400033305
WAK	Sotub10g027350
WAK	Sotub10g027320
WAK	Sotub07g007900
WAK	Sotub07g007910
WAK	Sotub05g024940
WAK	Sotub09g016950
WAK	Sotub09g005060
WAK	PGSC0003DMC400044476
WAK	Sotub09g016960
WAK	Sotub09g005070
WAK	Sotub09g005030
WAK	PGSC0003DMC400020909
WAK	Sotub09g016760
WAK	Sotub09g013570
WAK	PGSC0003DMC400019378
WAK	Sotub11g028850
WAK	Sotub09g016940
WAK	Sotub10g027310
WAK	Sotub09g005050
WAK	Sotub09g016720
WAK	PGSC0003DMC400011517
WAK	Sotub10g027390
WAK	Sotub10g027370
WAK	Sotub09g012580
WAK	Sotub05g024930
WAK	Sotub09g016770
WAK	Sotub02g014820
WAK	Sotub09g012560
WAK	Sotub09g016740
WD40	Sotub04g035920
WD40	Sotub03g017020
WD40	Sotub03g018040
WD40	Sotub03g017030
WRKY11,17	Sotub06g008450
WRKY11,17	Sotub04g031500
WRKY11,17	Sotub09g019120
WRKY11,17	Sotub08g007490
WRKY11,17	Sotub02g011640
WRKY11,17	Sotub02g031530
WRKY11,17	Sotub12g028700
WRKY11,17	PGSC0003DMC400040016
WRKY33	Sotub02g034510
WRKY33	Sotub05g028940
WRKY33	Sotub07g018070
WRKY33	Sotub01g015470
WRKY33	Sotub12g006440
WRKY33	Sotub05g005540
WRKY33	Sotub01g023530
WRKY33	Sotub07g023370
WRKY33	Sotub02g017470
WRKY33	Sotub05g026050
WRKY33	Sotub01g029200
WRKY33	Sotub04g025650
WRKY33	Sotub04g026090
WRKY33	Sotub08g028790
WRKY33	PGSC0003DMC400055959
WRKY33	PGSC0003DMC400040153
WRKY33	PGSC0003DMC400014395
WRKY33	Sotub04g021760
WRKY33	Sotub05g016650
WRKY33	Sotub10g005930
WRKY33	PGSC0003DMC400031479
WRKY33	Sotub07g027620
WRKY33	Sotub02g037460
WRKY33	Sotub12g013320
WRKY33	Sotub07g028620
WRKY33	Sotub10g024570
WRKY33	Sotub12g006450
WRKY33	Sotub12g011440
WRKY33	Sotub09g016510
WRKY33	Sotub06g022740
WRKY33	Sotub03g021680
WRKY33	Sotub05g005280
WRKY33	PGSC0003DMC400019777
WRKY33	Sotub10g005920
WRKY46	Sotub08g009540
WRKY46	Sotub03g013650
WRKY46	Sotub01g033080
WRKY46	Sotub08g028280
WRKY46	PGSC0003DMC400034520
WRKY46	Sotub08g009530
WRKY48	Sotub02g034510
WRKY48	Sotub05g028940
WRKY48	Sotub07g018070
WRKY48	Sotub01g015470
WRKY48	Sotub12g006440
WRKY48	Sotub05g005540
WRKY48	Sotub01g023530
WRKY48	Sotub07g023370
WRKY48	Sotub02g017470
WRKY48	Sotub05g026050
WRKY48	Sotub01g029200
WRKY48	Sotub04g025650
WRKY48	Sotub04g026090
WRKY48	Sotub08g028790
WRKY48	PGSC0003DMC400040153
WRKY48	PGSC0003DMC400055959
WRKY48	PGSC0003DMC400014395
WRKY48	Sotub04g021760
WRKY48	Sotub05g016650
WRKY48	Sotub10g005930
WRKY48	PGSC0003DMC400031479
WRKY48	Sotub07g027620
WRKY48	Sotub02g037460
WRKY48	Sotub12g013320
WRKY48	Sotub07g028620
WRKY48	Sotub10g024570
WRKY48	Sotub12g006450
WRKY48	Sotub12g011440
WRKY48	Sotub09g016510
WRKY48	Sotub06g022740
WRKY48	Sotub03g021680
WRKY48	Sotub05g005280
WRKY48	PGSC0003DMC400019777
WRKY48	Sotub10g005920
WRKY57	Sotub02g034510
WRKY57	Sotub05g028940
WRKY57	Sotub07g018070
WRKY57	Sotub01g015470
WRKY57	Sotub12g006440
WRKY57	Sotub05g005540
WRKY57	Sotub01g023530
WRKY57	Sotub07g023370
WRKY57	Sotub02g017470
WRKY57	Sotub05g026050
WRKY57	Sotub01g029200
WRKY57	Sotub04g025650
WRKY57	Sotub04g026090
WRKY57	Sotub08g028790
WRKY57	PGSC0003DMC400055959
WRKY57	PGSC0003DMC400040153
WRKY57	PGSC0003DMC400014395
WRKY57	Sotub04g021760
WRKY57	Sotub05g016650
WRKY57	Sotub10g005930
WRKY57	PGSC0003DMC400031479
WRKY57	Sotub07g027620
WRKY57	Sotub02g037460
WRKY57	Sotub12g013320
WRKY57	Sotub07g028620
WRKY57	Sotub10g024570
WRKY57	Sotub12g006450
WRKY57	Sotub12g011440
WRKY57	Sotub09g016510
WRKY57	Sotub06g022740
WRKY57	Sotub03g021680
WRKY57	Sotub05g005280
WRKY57	PGSC0003DMC400019777
WRKY57	Sotub10g005920
WRKY70	Sotub09g014330
WRKY70	Sotub03g021090
WRKY70	PGSC0003DMC400047973
WRKY70	Sotub10g022750
WRKY8,28	Sotub02g034510
WRKY8,28	Sotub05g028940
WRKY8,28	Sotub07g018070
WRKY8,28	Sotub01g015470
WRKY8,28	Sotub12g006440
WRKY8,28	Sotub05g005540
WRKY8,28	Sotub01g023530
WRKY8,28	Sotub07g023370
WRKY8,28	Sotub02g017470
WRKY8,28	Sotub05g026050
WRKY8,28	Sotub01g029200
WRKY8,28	Sotub04g025650
WRKY8,28	Sotub04g026090
WRKY8,28	Sotub08g028790
WRKY8,28	PGSC0003DMC400040153
WRKY8,28	PGSC0003DMC400055959
WRKY8,28	PGSC0003DMC400014395
WRKY8,28	Sotub04g021760
WRKY8,28	Sotub05g016650
WRKY8,28	Sotub10g005930
WRKY8,28	PGSC0003DMC400031479
WRKY8,28	Sotub07g027620
WRKY8,28	Sotub02g037460
WRKY8,28	Sotub12g013320
WRKY8,28	Sotub07g028620
WRKY8,28	Sotub10g024570
WRKY8,28	Sotub12g006450
WRKY8,28	Sotub12g011440
WRKY8,28	Sotub09g016510
WRKY8,28	Sotub06g022740
WRKY8,28	Sotub03g021680
WRKY8,28	Sotub05g005280
WRKY8,28	PGSC0003DMC400019777
WRKY8,28	Sotub10g005920
XRN	Sotub04g034660
XRN	Sotub04g016890
XRN	Sotub12g027460
